SPECID,COMMENT_FLAG,COMMENT
G02_Y3_001_310,1,"strong emission lines"               
G02_Y3_002_296,1,X                                     
G02_Y3_006_136,1,"v faint for 17 mag obj"              
G02_Y3_012_123,1,"double peaked emission lines"        
G02_Y3_012_189,1,c4                                    
G02_Y3_013_041,1,Aw                                    
G02_Y3_014_175,1,"line splitting Ha/Nii"               
G02_Y3_020_251,1,x                                     
G02_Y5_059_330,1,T1                                    
G02_Y5_073_208,1,"one emission line dominating m"      
G02_Y5_091_042,1,"if that's right thats the b!"       
G02_Y5_093_019,1,"complex Ha and OIII lines"           
G02_Y5_093_276,1,"another line red of Ha"              
G02_Y5_093_320,1,"what is the line red of Ha? i?"      
G02_Y5_112_354,1,"strange looking spectrum"            
G02_Y6_017_208,1,"I claim highest-z in GAMA"           
G09_Y1_AS1_048,1,"red slightly off?"                   
G09_Y1_AS1_292,1,SF                                    
G09_Y1_AS2_077,1,SF                                    
G09_Y1_AX1_099,1,SF                                    
G09_Y1_BN1_127,1,SF                                    
G09_Y1_BN1_160,1,SF                                    
G09_Y1_BN1_251,1,SF                                    
G09_Y1_BN2_130,1,"v strong em"                         
G09_Y1_BN2_310,1,SF                                    
G09_Y1_BS1_163,1,"Ha emission i"                       
G09_Y1_BS1_182,1,"Hb OIII blue"                        
G09_Y1_BS1_313,1,mstar                                 
G09_Y1_BS1_325,1,SF                                    
G09_Y1_BS2_087,1,SF                                    
G09_Y1_BS2_204,1,SF                                    
G09_Y1_BS2_206,1,"plenty of signal"                    
G09_Y1_BS2_317,1,"h alpha and OIII"                    
G09_Y1_BX2_233,1,SF                                    
G09_Y1_CN1_156,1,kstar                                 
G09_Y1_CN1_168,1,SF                                    
G09_Y1_CN1_394,1,"screwed Ha/NII"                      
G09_Y1_CX2_015,1,"Ha in abs"                           
G09_Y1_CX2_179,1,SF                                    
G09_Y1_DN1_156,1,SF                                    
G09_Y1_DN1_219,1,SF                                    
G09_Y1_DS1_253,1,SF                                    
G09_Y1_DS1_326,1,SF                                    
G09_Y1_DX2_361,1,SF                                    
G09_Y1_EN1_168,1,SF                                    
G09_Y1_EN1_379,1,SF                                    
G09_Y1_EN2_024,1,"large cosmic ray"                    
G09_Y1_ES2_125,1,SF                                    
G09_Y1_FN2_056,1,SF                                    
G09_Y1_FS1_021,1,"xcz = 0.28225 emz = 0.44917"         
G09_Y1_FS1_296,1,SF                                    
G09_Y1_FS1_332,1,SF                                    
G09_Y1_FS2_061,1,SF                                    
G09_Y1_FS2_127,1,SF                                    
G09_Y1_FX2_339,1,"High z star"                         
G09_Y1_test_133,1,SF                                    
G09_Y1_test_278,1,Mstar                                 
G09_Y2_004_355,1,SF                                    
G09_Y2_008_372,1,SF                                    
G09_Y2_011_107,1,SF                                    
G09_Y2_018_140,1,SF                                    
G09_Y2_019_158,1,star                                  
G09_Y2_019_161,1,star                                  
G09_Y2_019_181,1,star                                  
G09_Y2_019_292,1,"interesting ha profile"              
G09_Y2_020_011,1,"two apparent strong lines"           
G09_Y2_020_014,1,star                                  
G09_Y2_020_057,1,star                                  
G09_Y2_020_087,1,star                                  
G09_Y2_020_095,1,star                                  
G09_Y2_020_155,1,star                                  
G09_Y2_020_235,1,star                                  
G09_Y2_020_344,1,star                                  
G09_Y2_021_048,1,star                                  
G09_Y2_021_145,1,star                                  
G09_Y2_021_202,1,star                                  
G09_Y2_022_046,1,star                                  
G09_Y2_022_072,1,star                                  
G09_Y2_022_220,1,star                                  
G09_Y2_022_230,1,star                                  
G09_Y2_022_230,1,star                                  
G09_Y2_022_397,1,star?                                 
G09_Y2_023_047,1,star                                  
G09_Y2_023_069,1,star?                                 
G09_Y2_023_115,1,star                                  
G09_Y2_023_192,1,star                                  
G09_Y2_024_016,1,star                                  
G09_Y2_024_155,1,star                                  
G09_Y2_024_273,1,star                                  
G09_Y2_024_378,1,star                                  
G09_Y2_025_262,1,star                                  
G09_Y2_025_294,1,star                                  
G09_Y2_026_017,1,star                                  
G09_Y2_026_151,1,star                                  
G09_Y2_027_072,1,star                                  
G09_Y2_027_079,1,star                                  
G09_Y2_027_157,1,star                                  
G09_Y2_027_192,1,star                                  
G09_Y2_028_081,1,star?                                 
G09_Y2_028_083,1,star                                  
G09_Y2_028_132,1,star                                  
G09_Y2_028_133,1,star                                  
G09_Y2_028_195,1,star                                  
G09_Y2_028_397,1,star?                                 
G09_Y2_029_230,1,star                                  
G09_Y2_029_241,1,star                                  
G09_Y2_029_268,1,star?                                 
G09_Y2_029_270,1,star?                                 
G09_Y2_029_391,1,SF                                    
G09_Y2_030_248,1,star                                  
G09_Y2_035_364,1,Star                                  
G09_Y3_007_261,1,SF                                    
G09_Y3_009_334,1,Star                                  
G09_Y4_225_355,1,"weird ctm shape"                     
G09_Y4_227_107,1,start                                 
G12_Y1_AN1_007,1,SF                                    
G12_Y1_AN1_085,1,"e+A galaxy"                          
G12_Y1_AS2_372,1,"stellar light mixed in?"             
G12_Y1_BS1_328,1,SF                                    
G12_Y1_CS2_293,1,"massive absorption plus N2 O3"       
G12_Y1_CX2_279,1,"double em lines"                     
G12_Y1_DN1_281,1,"Last three spectra have leakaA"      
G12_Y1_DN1_351,1,"possible Ha at z=0.15885"            
G12_Y1_DS1_145,1,SF                                    
G12_Y1_DS1_219,1,SF                                    
G12_Y1_DX1_332,1,SF                                    
G12_Y1_FN1_363,1,star>?                                
G12_Y1_FX2_076,1,"composite emission lines"            
G12_Y1_GS1_339,1,SF                                    
G12_Y1_HND1_169,1,SF                                    
G12_Y1_HS2_001,1,"could possibl"                       
G12_Y1_IS2_158,1,SF                                    
G12_Y1_ND4_332,1,Star                                  
G12_Y2_003_201,1,SF                                    
G12_Y2_005_038,1,SF                                    
G12_Y2_006_003,1,SF                                    
G12_Y2_008_090,1,"em & xc slightly offset"             
G12_Y2_009_294,1,"Amazing Mg trough"                   
G12_Y2_017_131,1,star                                  
G12_Y2_017_337,1,star                                  
G12_Y2_018_205,1,star                                  
G12_Y2_018_209,1,star                                  
G12_Y2_019_039,1,binko                                 
G12_Y2_019_220,1,star                                  
G12_Y2_020_008,1,star?                                 
G12_Y2_023_146,1,star                                  
G12_Y2_023_157,1,star?                                 
G12_Y2_024_001,1,star?                                 
G12_Y2_024_059,1,star                                  
G12_Y2_024_062,1,star                                  
G12_Y2_024_342,1,"low z emgal"                         
G12_Y2_025_015,1,"low z em gal"                        
G12_Y2_025_048,1,"bingo apparently"                    
G12_Y2_025_065,1,star?                                 
G12_Y2_025_238,1,NeIII                                 
G12_Y2_025_360,1,star                                  
G12_Y2_025_369,1,NeIII                                 
G12_Y2_026_337,1,star?                                 
G12_Y2_027_379,1,star?                                 
G12_Y2_028_049,1,star?                                 
G12_Y2_029_394,1,star?                                 
G12_Y2_034_071,1,SF                                    
G12_Y3_003_279,1,SF                                    
G12_Y3_009_214,1,SF                                    
G12_Y3_011_311,1,SF                                    
G12_Y3_013_255,1,"Unusual super bright"                
G12_Y3_023_239,1,"spectacular e+A galaxy"              
G12_Y3_027_340,1,"very strong H/K"                     
G12_Y3_028_084,1,star                                  
G12_Y3_030_077,1,star                                  
G12_Y3_031_228,1,SF                                    
G12_Y3_031_315,1,"very strange spectra"                
G12_Y3_034_057,1,star                                  
G12_Y3_035_075,1,star                                  
G12_Y3_042_080,1,SF                                    
G12_Y3_044_149,1,"It's full of stars!"                
G12_Y3_045_088,1,Cheep!                                
G12_Y4_206_113,1,"poor continuum"                      
G15_Y1_AN1_036,1,"red bump"                            
G15_Y1_AN1_340,1,SF                                    
G15_Y1_AN2_301,1,SF                                    
G15_Y1_BN2_063,1,SF                                    
G15_Y1_BS1_052,1,"apparent blue"                       
G15_Y1_BS1_054,1,blue-shifted                          
G15_Y1_BX1_121,1,SF                                    
G15_Y1_CN1_398,1,SF                                    
G15_Y1_CS2_279,1,SF                                    
G15_Y1_CX1_081,1,"SF      SF?"                         
G15_Y1_CX1_347,1,SF                                    
G15_Y1_CX2_213,1,SF                                    
G15_Y1_DN1_007,1,"Massive emission feature @ 670"      
G15_Y1_DN1_012,1,"Massive emission feature @ 670"      
G15_Y1_DN1_015,1,weird                                 
G15_Y1_DN1_046,1,"spurious em lines"                   
G15_Y1_DN1_080,1,"spurious em"                         
G15_Y1_DN1_118,1,"Odd lines at the blue end"           
G15_Y1_DN1_119,1,"spurious blue lines"                 
G15_Y1_DN1_138,1,"spurious em"                         
G15_Y1_DN1_138,1,"Odd lines at the blue end"           
G15_Y1_DN1_170,1,"spurious em"                         
G15_Y1_DN1_330,1,"spurious em"                         
G15_Y1_DN1_359,1,"spurious em"                         
G15_Y1_EN2_378,1,SF                                    
G15_Y1_ES1_330,1,Star                                  
G15_Y1_ES2_361,1,SF                                    
G15_Y1_FS1_177,1,SF                                    
G15_Y1_FS2_052,1,SF                                    
G15_Y1_GN1_318,1,SF                                    
G15_Y1_GS1_215,1,"v strong balmer abs"                 
G15_Y1_GS1_324,1,SF                                    
G15_Y1_GS1_356,1,SF                                    
G15_Y1_GX2_087,1,SF                                    
G15_Y1_GX2_242,1,"spurious lines"                      
G15_Y1_HN1_223,1,SF                                    
G15_Y1_HS2_123,1,"stellar redshift in x-c"             
G15_Y1_IS1_332,1,SF                                    
G15_Y2_001_254,1,"many em lines"                       
G15_Y2_001_301,1,star                                  
G15_Y2_002_337,1,"strange blue emission"               
G15_Y2_002_384,1,SF                                    
G15_Y2_004_007,1,star                                  
G15_Y2_004_011,1,star                                  
G15_Y2_004_016,1,star                                  
G15_Y2_004_019,1,star                                  
G15_Y2_004_023,1,star                                  
G15_Y2_004_025,1,star                                  
G15_Y2_004_048,1,"faint low zff"                       
G15_Y2_004_061,1,star                                  
G15_Y2_004_077,1,mstar                                 
G15_Y2_004_180,1,star                                  
G15_Y2_004_214,1,mstar                                 
G15_Y2_004_214,1,star                                  
G15_Y2_004_220,1,star                                  
G15_Y2_004_242,1,star                                  
G15_Y2_004_364,1,star                                  
G15_Y2_005_008,1,"probably star"                       
G15_Y2_005_020,1,star                                  
G15_Y2_005_039,1,star                                  
G15_Y2_005_071,1,star?                                 
G15_Y2_005_089,1,star?                                 
G15_Y2_005_091,1,star                                  
G15_Y2_005_104,1,bingo                                 
G15_Y2_005_106,1,"another bingo!"                      
G15_Y2_005_127,1,star                                  
G15_Y2_005_130,1,star?                                 
G15_Y2_005_257,1,star                                  
G15_Y2_005_385,1,star?                                 
G15_Y2_006_141,1,E+A                                   
G15_Y2_006_189,1,SF                                    
G15_Y2_006_232,1,SF                                    
G15_Y2_006_286,1,star                                  
G15_Y2_006_371,1,star                                  
G15_Y2_007_044,1,star                                  
G15_Y2_007_085,1,star                                  
G15_Y2_007_120,1,star                                  
G15_Y2_007_126,1,star                                  
G15_Y2_007_127,1,star                                  
G15_Y2_007_139,1,star                                  
G15_Y2_007_158,1,star                                  
G15_Y2_007_175,1,star                                  
G15_Y2_007_208,1,star                                  
G15_Y2_007_263,1,star?                                 
G15_Y2_008_005,1,star                                  
G15_Y2_008_009,1,star?                                 
G15_Y2_008_010,1,star?                                 
G15_Y2_008_024,1,star?                                 
G15_Y2_008_033,1,star?                                 
G15_Y2_008_094,1,star?                                 
G15_Y2_008_140,1,star?                                 
G15_Y2_008_171,1,"ha off"                              
G15_Y2_008_174,1,star?                                 
G15_Y2_008_277,1,"bingo apparently"                    
G15_Y2_008_326,1,star!                                 
G15_Y2_008_332,1,star                                  
G15_Y2_008_338,1,star?                                 
G15_Y2_008_341,1,"em/x off slightly"                   
G15_Y2_008_343,1,unlikely                              
G15_Y2_010_035,1,star?                                 
G15_Y2_010_179,1,"low Z?"                              
G15_Y2_010_284,1,"Lots of absorption lines?"           
G15_Y2_011_197,1,star                                  
G15_Y2_013_055,1,"weak Nii"                            
G15_Y2_014_294,1,"abs line?"                           
G15_Y2_015_324,1,SF                                    
G15_Y2_017_027,1,wierd                                 
G15_Y2_021_071,1,SF                                    
G15_Y3_001_194,1,SF                                    
G15_Y3_001_220,1,"keep away from children"             
G15_Y3_002_257,1,"For external use only"               
G15_Y3_002_380,1,"Do not operate heavy machinery"      
G15_Y3_003_038,1,"Caution: Contents may be hot"        
G15_Y3_004_396,1,"For use by trained personnel"        
G15_Y3_005_384,1,"may be harmful if swallowed"         
G15_Y3_007_020,1,X?                                    
G15_Y3_008_232,1,"very low S/N"                        
G15_Y3_008_278,1,SF                                    
G15_Y3_008_373,1,"I'm not bad I'm just"              
G15_Y3_009_044,1,crs?                                  
G15_Y3_009_090,1,"drawn that way"                      
G15_Y3_010_115,1,"do not iron"                         
G15_Y3_010_270,1,"strange continuum shape"             
G15_Y3_012_048,1,Unusual                               
G15_Y3_012_254,1,Unusual                               
G15_Y3_013_222,1,SF                                    
G15_Y3_014_160,1,"o2 doublet resolved"                 
G15_Y3_014_214,1,"*This* is the highest-z"             
G15_Y3_015_081,1,"d ../lfs"                            
G15_Y3_016_044,1,"WHAT IS THIS?!"                      
G15_Y3_018_037,1,"SF      SF?"                         
G15_Y3_018_385,1,"amazingly flat spectrum!"            
G15_Y3_020_307,1,"possible high-z galaxy"              
G15_Y3_022_094,1,SF                                    
G15_Y3_022_299,1,"SF      SF?"                         
G15_Y3_023_005,1,star                                  
G15_Y3_023_006,1,star                                  
G15_Y3_023_007,1,star?                                 
G15_Y3_023_019,1,star                                  
G15_Y3_023_035,1,star?                                 
G15_Y3_023_086,1,star                                  
G15_Y3_023_095,1,star                                  
G15_Y3_023_121,1,star                                  
G15_Y3_023_122,1,star                                  
G15_Y3_023_123,1,star                                  
G15_Y3_023_124,1,star?                                 
G15_Y3_023_126,1,star?                                 
G15_Y3_023_207,1,"funny continuum shape"               
G15_Y3_023_305,1,"one big line.  little other fs"      
G15_Y3_023_305,1,"Unusual single OII"                  
G15_Y3_023_370,1,"Unusual SF?"                         
G15_Y3_024_025,1,"Kevin says beauty!!"                 
G15_Y3_024_156,1,SF                                    
G15_Y3_024_315,1,"star very strange"                   
G15_Y3_025_005,1,star                                  
G15_Y3_025_220,1,star                                  
G15_Y3_026_008,1,star                                  
G15_Y3_026_093,1,star                                  
G15_Y3_026_342,1,star                                  
G15_Y3_026_388,1,star                                  
G15_Y3_027_266,1,"what is this? let me know?"          
G15_Y3_028_247,1,"blue noiser than red"                
G15_Y3_028_296,1,star?                                 
G15_Y3_028_367,1,star                                  
G15_Y3_028_375,1,star?                                 
G15_Y3_030_017,1,star                                  
G15_Y3_030_030,1,star                                  
G15_Y3_030_034,1,star                                  
G15_Y3_030_165,1,star                                  
G15_Y3_030_248,1,star                                  
G15_Y3_031_043,1,"whopping Halpha"                     
G15_Y3_032_037,1,star                                  
G15_Y3_033_195,1,star?                                 
G15_Y3_033_229,1,SF                                    
G15_Y3_038_204,1,"interesting object?"                 
G15_Y3_041_390,1,"very red"                            
G15_Y3_044_387,1,tt                                    
G15_Y3_045_010,1,"low Nii"                             
G15_Y3_045_084,1,"outflow source?"                     
G15_Y3_045_147,1,"double peaked Oiii?"                 
G15_Y3_045_157,1,"double peaked Ha/Nii"                
G15_Y3_045_294,1,"strange pattern where splicing"      
G15_Y3_046_124,1,SF                                    
G15_Y3_050_160,1,SF                                    
G15_Y4_201_041,1,"maybe high redshift??"               
G15_Y4_203_161,1,"not fringed"                         
G15_Y4_204_036,1,"strange continuum"                   
G15_Y4_207_263,1,"huge post-starburst galaxy"          
G15_Y4_214_242,1,"star also single e/line"             
G15_Y4_215_046,1,"strong emission lines"               
G15_Y4_222_305,1,"strong emission lines!"              
G15_Y4_224_079,1,noisy                                 
G15_Y4_224_093,1,star?                                 
G15_Y4_230_317,1,star                                  
G15_Y4_230_340,1,outflow                               
G15_Y4_232_287,1,star                                  
G15_Y4_236_369,1,"strange continuum shape"             
G15_Y4_236_372,1,"strange continuum shape"             
G15_Y4_236_376,1,"poor calibration"                    
G15_Y4_237_001,1,ghost                                 
G15_Y4_237_002,1,ghost                                 
G15_Y4_237_003,1,ghost                                 
G15_Y4_237_004,1,ghost                                 
G15_Y4_237_005,1,ghost                                 
G15_Y4_237_006,1,ghost                                 
G15_Y4_237_007,1,ghost                                 
G15_Y4_237_008,1,ghost                                 
G15_Y4_237_009,1,ghost                                 
G15_Y4_237_010,1,ghost                                 
G15_Y4_237_012,1,ghost                                 
G15_Y4_237_013,1,ghost                                 
G15_Y4_237_014,1,ghost                                 
G15_Y4_237_016,1,ghost                                 
G15_Y4_237_268,1,"mostly noise"                        
G15_Y4_237_360,1,"calibration error"                   
G15_Y4_237_368,1,"strange continuum shape"             
G15_Y4_237_393,1,"calibratio errors"                   
G15_Y4_238_001,1,ghost                                 
G15_Y4_238_002,1,ghost                                 
G15_Y4_238_003,1,ghost                                 
G15_Y4_238_004,1,ghost                                 
G15_Y4_238_006,1,ghost                                 
G15_Y4_238_007,1,ghost                                 
G15_Y4_238_008,1,ghost                                 
G15_Y4_238_009,1,ghost                                 
G15_Y4_238_010,1,ghost                                 
G15_Y4_238_011,1,ghost                                 
G15_Y4_238_013,1,ghost                                 
G15_Y4_238_014,1,ghost                                 
G15_Y4_238_381,1,"poor calibration"                    
G15_Y4_238_391,1,"poor calibration"                    
G15_Y4_243_371,1,"lots of (nebular?) emission l!"      
G15_Y5_005_396,1,"offset emission lines from abs"      
G15_Y6_083_031,1,"multi component lines"               
G15_Y6_093_195,1,"Ha em offset?"                       
G15_Y6_098_223,1,"complex (or ugly) line pors"         
G02_Y3_001_326,4,"2 galaxies the other at z0.58"       
G02_Y3_007_207,4,"two possible z: 0.43775 &"           
G02_Y5_080_311,4,"double z 0.13699"                    
G02_Y5_085_046,4,"double z 0.27683"                    
G02_Y5_085_376,4,"double z 0.08184"                    
G02_Y5_091_022,4,"alternate solution - z ~ 0.59"       
G02_Y5_091_181,4,"mutiple redshifts"                   
G02_Y5_091_285,4,"second solution at z ~ 0.237?"       
G02_Y5_092_043,4,"double z 0.29958"                    
G02_Y5_094_161,4,"second z=0.23171"                    
G09_Y1_BS1_164,4,"Ha in foregro"                       
G09_Y1_CS2_115,4,"SF at z=0.13"                        
G09_Y1_EN1_004,4,"two redshifts 0.247"                 
G09_Y1_EN1_148,4,"Composite of"                        
G09_Y1_ES1_014,4,"second redshift at 0.21368?"         
G09_Y1_GN2_353,4,"em at z=0.159"                       
G09_Y1_GS1_039,4,"second z at 0.3213"                  
G09_Y1_GS2_075,4,"two redshifts"                       
G09_Y1_GS2_324,4,"two redshifts"                       
G09_Y1_GX1_264,4,"two redshifts"                       
G09_Y2_005_034,4,"2nd redshift 0.19739"                
G09_Y2_005_370,4,"second z at 0.393?"                  
G09_Y2_009_120,4,"and higher-z em lines?"              
G09_Y2_037_312,4,"z=0.08158 possible as well"          
G09_Y3_027_178,4,"2 zs? z=0.0546 z=0.0614"             
G09_Y4_206_034,4,"z=0.2165 is a possible solutin"      
G09_Y4_208_344,4,"double redshift"                     
G09_Y4_220_176,4,"extra set of emission lines"         
G09_Y4_221_053,4,"secondary redshift z=0.28653"        
G09_Y6_064_130,4,"second z?"                           
G12_Y1_AT_151,4,"could be z=0.25?"                    
G12_Y1_BS2_132,4,"also z =0.589"                       
G12_Y1_BS2_395,4,"also em rdshi"                       
G12_Y1_DN1_040,4,"Two z=0.22753?"                      
G12_Y1_DN1_053,4,"Two nearby objects: OII and Ne"      
G12_Y1_ES1_177,4,"z=0.30757 possible"                  
G12_Y1_FX2_344,4,"2nd z at 0.361"                      
G12_Y1_HS2_010,4,"Strange spectra - merged spec?"      
G12_Y1_ND2_163,4,"two redshifts"                       
G12_Y2_012_223,4,"maybe gal at z=0.285"                
G12_Y3_016_203,4,"two components maybe?"               
G12_Y3_037_119,4,"2 gals? z=0.337 0.3527"              
G12_Y4_206_372,4,"second z at 0.6298"                  
G12_Y6_061_339,4,"2nd z at 0.361"                      
G15_Y1_BN1_086,4,"emission gal at z=0.527 abs g2"      
G15_Y1_BN1_086,4,"second z at 0.5277"                  
G15_Y1_CX1_015,4,"two z's? 0.29 and 0.28"             
G15_Y1_CX1_160,4,"2 redshifts?"                        
G15_Y1_CX1_273,4,"2 redshifts"                         
G15_Y1_CX2_216,4,"2 redshifts?"                        
G15_Y1_FN2_240,4,"2 redshifts"                         
G15_Y1_GS2_355,4,"2 redshifts"                         
G15_Y1_HS2_257,4,"two redshifts?"                      
G15_Y1_IN2_226,4,"two redshifts"                       
G15_Y1_IS1_185,4,"also em at 0."                       
G15_Y2_008_009,4,"double spectra?"                     
G15_Y2_009_178,4,"second z at 0.254"                   
G15_Y2_010_220,4,"oii at z=0.82817?"                   
G15_Y2_020_162,4,"2nd z at 0.056?"                     
G15_Y3_001_247,4,"double z z2=0.30544"                 
G15_Y3_002_015,4,"two redshifts extra at z=08"         
G15_Y3_008_146,4,"two zs? z=0.5195 0.144"              
G15_Y3_008_257,4,"two zs: z=0.22757 0.24951"           
G15_Y3_013_290,4,"two zs: z=0.17474 0.17209"           
G15_Y3_015_386,4,"2 zs? 0.2085 0.62427"                
G15_Y3_016_010,4,"two abs galaxies?"                   
G15_Y3_021_010,4,"2 objects?"                          
G15_Y3_022_176,4,"two sources?"                        
G15_Y3_023_302,4,"2 zs: 0.20614 0.23876"               
G15_Y3_025_292,4,"double redshift!!!!!!!!!"            
G15_Y3_032_228,4,"2nd z at 0.0287?"                    
G15_Y3_034_009,4,"emission from another source?"       
G15_Y3_047_135,4,"2 zs? 0.00482 0.03092"               
G15_Y4_201_168,4,"double redshift"                     
G15_Y4_202_222,4,"2nd z at 0.2138?"                    
G15_Y4_204_377,4,"second object at z=0.05?"            
G15_Y4_205_043,4,"possible composite spectrum"         
G15_Y4_208_020,4,"secondredshift present?"             
G15_Y4_208_351,4,"2 zs: 0.36732 0.38331"               
G15_Y4_208_387,4,"two close redshifts?"                
G15_Y4_210_232,4,"second source at  z=0.73373?"        
G15_Y4_211_218,4,"secondary redshift?"                 
G15_Y4_211_368,4,"second z:0.11361?"                   
G15_Y4_215_238,4,"2nd z at 0.3052?"                    
G15_Y4_216_334,4,"z=0.15846 possible?"                 
G15_Y4_217_015,4,"second z at 0.0486 ?3"               
G15_Y4_218_012,4,"2 zs? 0.27946 0.31779"               
G15_Y4_218_290,4,"z=0.47504 possible?"                 
G15_Y4_219_357,4,"z=0.53377 possible?"                 
G15_Y4_223_270,4,"2 zs? 0.41558 0.29269"               
G15_Y4_227_296,4,"second z at 0.218?"                  
G15_Y4_229_005,4,"composite spectrum?"                 
G15_Y4_231_027,4,"second z at 0.1940?"                 
G15_Y4_231_134,4,"second z at 0.6234"                  
G15_Y4_233_237,4,"second z at 0.5102"                  
G15_Y4_235_192,4,"scond z a 0.25960"                   
G15_Y4_236_337,4,"galaxy at z=0.0853?"                 
G15_Y4_238_060,4,"second z at 0.09545?"                
G15_Y6_082_088,4,"2nd z at 0.257"                      
G15_Y6_093_276,4,"multiple redshifts?"                 
G15_Y6_093_362,4,"second solution at z=0.38"           
G02_Y4_033_247,8,"also star"                           
G09_Y1_AS1_358,8,star+gal                              
G09_Y1_AX1_072,8,"also z=0"                            
G09_Y1_AX2_002,8,star+gal/PN?                          
G09_Y1_AX2_154,8,star+gal?                             
G09_Y1_CS1_164,8,"star/gal double z"                   
G09_Y1_CS1_207,8,"Galaxy at z=0.19 plus star at0"      
G09_Y1_CX1_254,8,"star/galaxy blend"                   
G09_Y1_EX1_038,8,"star + gal?"                         
G09_Y1_EX2_030,8,"also z=0"                            
G09_Y1_EX2_345,8,"star + galaxy"                       
G09_Y2_020_014,8,"also z=0 spectrum"                   
G09_Y2_032_160,8,"also z=0"                            
G09_Y4_226_005,8,"zero redshift star in front"         
G09_Y4_228_398,8,"also star"                           
G09_Y4_229_397,8,"also star"                           
G12_Y1_BX1_228,8,star+gal                              
G12_Y1_CX2_045,8,star+galaxy?                          
G12_Y1_CX2_233,8,"star + galaxy"                       
G12_Y1_DX1_380,8,"star + gal?"                         
G12_Y1_FX2_385,8,"also star at z=0.00114"              
G12_Y1_HS2_266,8,"emline z at 0"                       
G12_Y6_051_091,8,"z=0.00037 star also"                 
G15_Y1_BN1_274,8,"superposed M star spectrum?"         
G15_Y1_BS2_007,8,"poss 2nd z 0."                       
G15_Y1_BS2_010,8,"also z=0"                            
G15_Y1_CN2_137,8,star+gal?                             
G15_Y1_CN2_209,8,star+gal                              
G15_Y1_CS2_251,8,star+gal                              
G15_Y1_GX2_008,8,star+gal?                             
G15_Y1_HN2_131,8,star+gal                              
G15_Y1_HS1_376,8,"star/gal double"                     
G15_Y1_HS2_176,8,"star + galaxy"                       
G15_Y2_008_243,8,star+gal                              
G15_Y2_009_325,8,"A star spectrum in this"             
G15_Y2_018_205,8,"second redshift at z=0"              
G15_Y2_018_205,8,"2 redshift 2nd at 0.00049 both q=4"  
G15_Y2_019_067,8,"could also be star"                  
G15_Y2_020_020,8,star+gal                              
G15_Y3_022_191,8,"two sources? z=0.077 and z=0.?"      
G15_Y4_210_008,8,"Also A star spectrum"                
G15_Y4_211_164,8,"foreground star?"                    
G15_Y4_214_023,8,"star in spectrum as well"            
G15_Y4_217_017,8,"second z at 0.00001"                 
G15_Y4_217_017,8,star+gal                              
G15_Y4_227_121,8,star+gal                              
G15_Y4_228_232,8,"z=0 possible as well"                
G15_Y4_233_322,8,"also star"                           
G15_Y4_238_167,8,"also star"                           
G15_Y6_095_112,8,"also star at z=0"                    
G02_Y3_005_273,16,QSO                                   
G02_Y3_006_178,16,QSO                                   
G02_Y3_006_178,16,AGN                                   
G02_Y3_006_229,16,QSO                                   
G02_Y3_007_098,16,QSO                                   
G02_Y3_007_262,16,QSO                                   
G02_Y3_007_307,16,QSO                                   
G02_Y3_009_056,16,"weak braod lines"                    
G02_Y3_009_119,16,"broad ha hb AGN"                     
G02_Y3_013_128,16,QSO                                   
G02_Y3_013_128,16,QSO                                   
G02_Y3_013_234,16,QSO                                   
G02_Y3_015_081,16,qso                                   
G02_Y3_015_081,16,QSO                                   
G02_Y3_015_081,16,"broadening around Ha  possib."       
G02_Y3_015_281,16,qso                                   
G02_Y3_015_281,16,"broad and narrow Halpha"             
G02_Y3_018_389,16,QSO                                   
G02_Y4_001_011,16,QSO                                   
G02_Y4_002_162,16,QSO                                   
G02_Y4_002_264,16,QSO                                   
G02_Y4_002_375,16,QSO                                   
G02_Y4_002_385,16,QSO                                   
G02_Y4_021_121,16,QSO                                   
G02_Y4_021_121,16,QSO                                   
G02_Y4_031_335,16,QSO                                   
G02_Y4_032_159,16,QSO                                   
G02_Y4_032_179,16,QSO                                   
G02_Y4_034_311,16,QSO                                   
G02_Y4_034_394,16,QSO                                   
G02_Y4_037_305,16,QSO                                   
G02_Y4_039_024,16,QSO                                   
G02_Y4_039_145,16,QSO                                   
G02_Y4_039_280,16,QSO                                   
G02_Y4_044_276,16,QSO                                   
G02_Y5_057_040,16,QSO                                   
G02_Y5_080_011,16,QSO                                   
G02_Y5_100_007,16,QSO                                   
G02_Y5_100_219,16,QSO                                   
G02_Y5_101_061,16,QSO                                   
G02_Y5_105_088,16,QSO                                   
G02_Y5_105_281,16,QSO                                   
G02_Y5_110_062,16,QSO                                   
G02_Y5_110_348,16,QSO                                   
G02_Y5_111_257,16,QSO                                   
G02_Y5_116_306,16,QSO                                   
G02_Y6_005_144,16,QSO                                   
G02_Y6_005_267,16,QSO                                   
G02_Y6_010_065,16,QSO                                   
G02_Y6_013_024,16,QSO                                   
G02_Y6_013_039,16,QSO                                   
G02_Y6_013_042,16,QSO                                   
G02_Y6_013_051,16,QSO                                   
G02_Y6_013_055,16,QSO                                   
G02_Y6_013_062,16,QSO                                   
G02_Y6_013_077,16,QSO                                   
G02_Y6_013_086,16,QSO                                   
G02_Y6_013_104,16,QSO                                   
G02_Y6_013_134,16,QSO                                   
G02_Y6_013_145,16,QSO                                   
G02_Y6_013_213,16,QSO                                   
