SPECID,COMMENT_FLAG,COMMENT
G12_Y3_045_341,64,fringed                               
G12_Y3_045_348,64,fringed                               
G12_Y4_202_060,64,fringed                               
G12_Y4_202_060,64,fringed                               
G12_Y4_202_099,64,fringed                               
G12_Y4_202_099,64,fringed                               
G12_Y4_202_099,64,fringed                               
G12_Y4_202_110,64,fringed                               
G12_Y4_202_110,64,fringed                               
G12_Y4_202_110,64,fringed                               
G12_Y4_202_359,64,fringed                               
G12_Y4_202_359,64,fringed                               
G12_Y4_202_359,64,fringed                               
G12_Y4_202_382,64,fringed                               
G12_Y4_202_382,64,fringed                               
G12_Y4_203_032,64,fringed                               
G12_Y4_203_061,64,fringed                               
G12_Y4_203_064,64,fringed                               
G12_Y4_203_080,64,fringed                               
G12_Y4_203_080,64,fringed                               
G12_Y4_203_080,64,fringed                               
G12_Y4_203_099,64,fringed                               
G12_Y4_203_107,64,fringed                               
G12_Y4_203_110,64,fringed                               
G12_Y4_203_129,64,fringed                               
G12_Y4_203_161,64,fringed                               
G12_Y4_203_161,64,fringed                               
G12_Y4_203_168,64,fringed                               
G12_Y4_203_179,64,fringed                               
G12_Y4_203_179,64,fringed                               
G12_Y4_203_248,64,fringed                               
G12_Y4_203_327,64,fringed                               
G12_Y4_203_332,64,fringed                               
G12_Y4_203_332,64,fringed                               
G12_Y4_204_026,64,fringed                               
G12_Y4_204_071,64,fringed                               
G12_Y4_204_071,64,fringed                               
G12_Y4_204_079,64,fringed                               
G12_Y4_204_108,64,fringed                               
G12_Y4_204_120,64,fringed                               
G12_Y4_204_345,64,fringed                               
G12_Y4_204_354,64,fringed                               
G12_Y4_204_354,64,fringed                               
G12_Y4_204_354,64,fringed                               
G12_Y4_204_356,64,fringed                               
G12_Y4_204_356,64,fringed                               
G12_Y4_205_378,64,fringed                               
G12_Y4_206_071,64,fringed                               
G12_Y4_206_080,64,fringed                               
G12_Y4_206_080,64,fringed                               
G12_Y4_206_120,64,fringed                               
G12_Y4_206_120,64,fringed                               
G12_Y4_206_211,64,fringed                               
G12_Y4_206_211,64,fringed                               
G12_Y4_206_243,64,fringed                               
G12_Y4_206_247,64,fringed                               
G12_Y4_206_285,64,fringed                               
G12_Y4_206_353,64,fringed                               
G12_Y4_206_353,64,fringed                               
G12_Y4_206_360,64,fringed                               
G12_Y4_206_360,64,fringed                               
G12_Y4_206_360,64,fringed                               
G12_Y4_206_361,64,fringed                               
G12_Y4_206_362,64,fringed                               
G12_Y4_206_370,64,fringed                               
G12_Y4_206_378,64,fringed                               
G12_Y4_206_393,64,fringed                               
G12_Y4_206_393,64,fringed                               
G12_Y4_207_115,64,fringed                               
G12_Y4_207_115,64,fringed                               
G12_Y4_207_354,64,fringed                               
G12_Y4_207_354,64,fringed                               
G12_Y4_209_385,64,fringed                               
G12_Y4_210_103,64,fringed                               
G12_Y4_210_216,64,fringed                               
G12_Y4_210_345,64,fringed                               
G12_Y4_211_216,64,fringed                               
G12_Y4_211_279,64,fringed                               
G12_Y4_211_354,64,fringed                               
G12_Y4_212_165,64,fringed                               
G12_Y5_001_080,64,fringed                               
G12_Y5_001_278,64,fringed                               
G12_Y5_001_279,64,fringed                               
G12_Y5_001_345,64,fringed                               
G12_Y5_002_041,64,fringed                               
G12_Y5_002_107,64,fringed                               
G12_Y5_002_129,64,fringed                               
G12_Y5_002_168,64,fringed                               
G12_Y5_002_248,64,fringed                               
G12_Y5_005_056,64,fringed                               
G12_Y5_005_061,64,fringed                               
G12_Y5_005_099,64,fringed                               
G12_Y5_005_163,64,fringed                               
G12_Y5_005_395,64,fringed                               
G12_Y5_006_108,64,fringed                               
G12_Y5_008_155,64,fringed                               
G12_Y5_008_216,64,fringed                               
G12_Y5_009_216,64,fringed                               
G12_Y5_009_274,64,fringed                               
G12_Y5_009_275,64,fringed                               
G12_Y5_010_060,64,fringed                               
G12_Y5_011_079,64,fringed                               
G12_Y5_011_115,64,fringed                               
G12_Y5_011_120,64,fringed                               
G12_Y5_011_216,64,fringed                               
G12_Y5_011_278,64,fringed                               
G12_Y5_011_279,64,fringed                               
G12_Y5_011_294,64,fringed                               
G12_Y5_011_345,64,fringed                               
G12_Y5_011_360,64,fringed                               
G12_Y5_012_161,64,fringed                               
G12_Y5_012_169,64,fringed                               
G12_Y5_013_345,64,fringed                               
G12_Y5_014_026,64,fringed                               
G12_Y5_014_079,64,fringed                               
G12_Y5_014_108,64,fringed                               
G12_Y5_014_110,64,fringed                               
G12_Y5_014_276,64,fringed                               
G12_Y5_014_345,64,fringed                               
G12_Y5_014_353,64,fringed                               
G12_Y5_014_393,64,fringed                               
G12_Y5_015_036,64,fringed                               
G12_Y5_015_107,64,fringed                               
G12_Y5_015_129,64,fringed                               
G12_Y5_015_144,64,fringed                               
G12_Y5_015_161,64,fringed                               
G12_Y5_015_168,64,fringed                               
G12_Y5_015_169,64,fringed                               
G12_Y5_015_252,64,fringed                               
G12_Y5_020_026,64,fringed                               
G12_Y5_020_028,64,fringed                               
G12_Y5_020_279,64,fringed                               
G12_Y5_021_040,64,fringed                               
G12_Y5_021_054,64,fringed                               
G12_Y5_021_055,64,fringed                               
G12_Y5_021_060,64,fringed                               
G12_Y5_021_061,64,fringed                               
G12_Y5_021_125,64,fringed                               
G12_Y5_021_129,64,fringed                               
G12_Y5_021_165,64,fringed                               
G12_Y5_021_248,64,fringed                               
G12_Y5_021_395,64,fringed                               
G12_Y5_024_061,64,fringed                               
G12_Y5_025_064,64,fringed                               
G12_Y5_025_109,64,fringed                               
G12_Y5_025_129,64,fringed                               
G12_Y5_025_161,64,fringed                               
G12_Y5_025_395,64,fringed                               
G12_Y5_026_026,64,fringed                               
G12_Y5_026_080,64,fringed                               
G12_Y5_027_108,64,fringed                               
G12_Y5_027_356,64,fringed                               
G12_Y5_027_360,64,fringed                               
G12_Y5_028_060,64,fringed                               
G12_Y5_028_061,64,fringed                               
G12_Y5_028_064,64,fringed                               
G12_Y5_028_165,64,fringed                               
G12_Y5_028_168,64,fringed                               
G12_Y5_030_107,64,fringed                               
G12_Y5_030_395,64,fringed                               
G12_Y5_031_264,64,fringed                               
G12_Y5_032_064,64,fringed                               
G12_Y5_033_385,64,fringed                               
G15_Y1_AN1_055,64,fringed                               
G15_Y1_AN1_381,64,fringed                               
G15_Y1_AN1_381,64,fringed                               
G15_Y1_AN1_385,64,fringed                               
G15_Y1_AN1_385,64,fringed                               
G15_Y1_AN2_010,64,fringed                               
G15_Y1_AN2_010,64,fringed                               
G15_Y1_AN2_212,64,fringed                               
G15_Y1_AN2_356,64,fringed                               
G15_Y1_AN2_360,64,fringed                               
G15_Y1_AS1_023,64,fringed                               
G15_Y1_AS1_103,64,fringed                               
G15_Y1_AS1_111,64,fringed                               
G15_Y1_AS1_115,64,fringed                               
G15_Y1_AS1_115,64,fringed                               
G15_Y1_AS1_115,64,fringed                               
G15_Y1_AS1_117,64,fringed                               
G15_Y1_AS1_117,64,fringed                               
G15_Y1_AS1_119,64,fringed                               
G15_Y1_AS1_120,64,fringed                               
G15_Y1_AS1_120,64,fringed                               
G15_Y1_AS1_120,64,fringed                               
G15_Y1_AS1_212,64,fringed                               
G15_Y1_AS1_216,64,fringed                               
G15_Y1_AS1_216,64,fringed                               
G15_Y1_AS1_341,64,fringed                               
G15_Y1_AS1_342,64,fringed                               
G15_Y1_AS2_054,64,fringed                               
G15_Y1_AS2_054,64,fringed                               
G15_Y1_AS2_060,64,fringed                               
G15_Y1_AS2_060,64,fringed                               
G15_Y1_AS2_101,64,fringed                               
G15_Y1_AS2_136,64,fringed                               
G15_Y1_AS2_136,64,fringed                               
G15_Y1_AS2_162,64,fringed                               
G15_Y1_AX1_115,64,fringed                               
G15_Y1_AX1_117,64,fringed                               
G15_Y1_AX1_117,64,fringed                               
G15_Y1_AX1_120,64,fringed                               
G15_Y1_BN1_111,64,fringed                               
G15_Y1_BN1_115,64,fringed                               
G15_Y1_BN1_117,64,fringed                               
G15_Y1_BN1_117,64,fringed                               
G15_Y1_BN1_341,64,fringed                               
G15_Y1_BN1_342,64,fringed                               
G15_Y1_BN1_360,64,fringed                               
G15_Y1_BN2_115,64,fringed                               
G15_Y1_BN2_117,64,fringed                               
G15_Y1_BN2_280,64,fringed                               
G15_Y1_BN2_356,64,fringed                               
G15_Y1_BS1_345,64,fringed                               
G15_Y1_BS2_031,64,fringed                               
G15_Y1_BS2_040,64,fringed                               
G15_Y1_BS2_054,64,fringed                               
G15_Y1_BS2_055,64,fringed                               
G15_Y1_BS2_055,64,fringed                               
G15_Y1_BS2_055,64,fringed                               
G15_Y1_BS2_129,64,fringed                               
G15_Y1_BS2_139,64,fringed                               
G15_Y1_BS2_381,64,fringed                               
G15_Y1_BS2_395,64,fringed                               
G15_Y1_BX2_115,64,fringed                               
G15_Y1_BX2_116,64,fringed                               
G15_Y1_BX2_117,64,fringed                               
G15_Y1_BX2_117,64,fringed                               
G15_Y1_BX2_361,64,fringed                               
G15_Y1_CN1_071,64,fringed                               
G15_Y1_CN2_381,64,fringed                               
G15_Y1_CN2_387,64,fringed                               
G15_Y1_CS1_056,64,fringed                               
G15_Y1_CS1_056,64,fringed                               
G15_Y1_CS1_064,64,fringed                               
G15_Y1_CS1_064,64,fringed                               
G15_Y1_CS2_342,64,fringed                               
G15_Y1_CX2_115,64,fringed                               
G15_Y1_CX2_119,64,fringed                               
G15_Y1_CX2_120,64,fringed                               
G15_Y1_CX2_212,64,fringed                               
G15_Y1_CX2_256,64,fringed                               
G15_Y1_CX2_342,64,fringed                               
G15_Y1_CX2_348,64,fringed                               
G15_Y1_DN1_055,64,fringed                               
G15_Y1_DN1_098,64,fringed                               
G15_Y1_DN1_311,64,fringed                               
G15_Y1_DN2_111,64,fringed                               
G15_Y1_DN2_111,64,fringed                               
G15_Y1_DN2_112,64,fringed                               
G15_Y1_DN2_116,64,fringed                               
G15_Y1_DN2_212,64,fringed                               
G15_Y1_DN2_342,64,fringed                               
G15_Y1_DS1_003,64,fringed                               
G15_Y1_DS1_211,64,fringed                               
G15_Y1_DS1_216,64,fringed                               
G15_Y1_DS1_342,64,fringed                               
G15_Y1_DS1_356,64,fringed                               
G15_Y1_EN1_136,64,fringed                               
G15_Y1_EN1_381,64,fringed                               
G15_Y1_EN2_103,64,fringed                               
G15_Y1_EN2_112,64,fringed                               
G15_Y1_EN2_115,64,fringed                               
G15_Y1_EN2_115,64,fringed                               
G15_Y1_EN2_341,64,fringed                               
G15_Y1_EN2_342,64,fringed                               
G15_Y1_EN2_342,64,fringed                               
G15_Y1_EN2_348,64,fringed                               
G15_Y1_EN2_348,64,fringed                               
G15_Y1_ES1_055,64,fringed                               
G15_Y1_ES1_056,64,fringed                               
G15_Y1_ES1_056,64,fringed                               
G15_Y1_ES1_060,64,fringed                               
G15_Y1_ES1_381,64,fringed                               
G15_Y1_ES1_381,64,fringed                               
G15_Y1_ES1_395,64,fringed                               
G15_Y1_ES2_110,64,fringed                               
G15_Y1_ES2_115,64,fringed                               
G15_Y1_ES2_117,64,fringed                               
G15_Y1_ES2_120,64,fringed                               
G15_Y1_ES2_341,64,fringed                               
G15_Y1_FN1_002,64,fringed                               
G15_Y1_FN1_023,64,fringed                               
G15_Y1_FN1_023,64,fringed                               
G15_Y1_FN1_028,64,fringed                               
G15_Y1_FN1_111,64,fringed                               
G15_Y1_FN1_117,64,fringed                               
G15_Y1_FN1_120,64,fringed                               
G15_Y1_FN1_216,64,fringed                               
G15_Y1_FS2_381,64,fringed                               
G15_Y1_GN1_111,64,fringed                               
G15_Y1_GN1_117,64,fringed                               
G15_Y1_GN2_385,64,fringed                               
G15_Y1_GS1_023,64,fringed                               
G15_Y1_GS1_345,64,fringed                               
G15_Y1_HN1_056,64,fringed                               
G15_Y1_HN1_060,64,fringed                               
G15_Y1_HN1_064,64,fringed                               
G15_Y1_HN1_136,64,fringed                               
G15_Y1_HN2_103,64,fringed                               
G15_Y1_HN2_103,64,fringed                               
G15_Y1_HN2_111,64,fringed                               
G15_Y1_HN2_112,64,fringed                               
G15_Y1_HS1_003,64,fringed                               
G15_Y1_HS1_003,64,fringed                               
G15_Y1_HS1_111,64,fringed                               
G15_Y1_HS1_111,64,fringed                               
G15_Y1_HS1_112,64,fringed                               
G15_Y1_HS1_115,64,fringed                               
G15_Y1_HS1_119,64,fringed                               
G15_Y1_HS1_119,64,fringed                               
G15_Y1_HS1_119,64,fringed                               
G15_Y1_HS1_130,64,fringed                               
G15_Y1_HS1_354,64,fringed                               
G15_Y1_HS1_360,64,fringed                               
G15_Y1_HS2_064,64,fringed                               
G15_Y1_HS2_385,64,fringed                               
G15_Y1_HS2_387,64,fringed                               
G15_Y1_HS2_387,64,fringed                               
G15_Y1_IN1_036,64,fringed                               
G15_Y1_IN1_055,64,fringed                               
G15_Y1_IN1_060,64,fringed                               
G15_Y1_IN1_129,64,fringed                               
G15_Y1_IN1_132,64,fringed                               
G15_Y1_IN2_034,64,fringed                               
G15_Y1_IN2_120,64,fringed                               
G15_Y1_IN2_342,64,fringed                               
G15_Y1_IS1_002,64,fringed                               
G15_Y1_IS1_003,64,fringed                               
G15_Y1_IS1_008,64,fringed                               
G15_Y1_IS1_021,64,fringed                               
G15_Y1_IS1_021,64,fringed                               
G15_Y1_IS1_028,64,fringed                               
G15_Y1_IS1_028,64,fringed                               
G15_Y1_IS1_080,64,fringed                               
G15_Y1_IS1_106,64,fringed                               
G15_Y1_IS1_111,64,fringed                               
G15_Y1_IS1_117,64,fringed                               
G15_Y1_IS1_271,64,fringed                               
G15_Y1_IS1_271,64,fringed                               
G15_Y1_IS1_275,64,fringed                               
G15_Y1_IS1_353,64,fringed                               
G15_Y1_IS1_354,64,fringed                               
G15_Y1_IS1_354,64,fringed                               
G15_Y1_IS1_356,64,fringed                               
G15_Y1_IS1_360,64,fringed                               
G15_Y2_001_008,64,fringed                               
G15_Y2_001_028,64,fringed                               
G15_Y2_001_079,64,fringed                               
G15_Y2_001_079,64,fringed                               
G15_Y2_001_080,64,fringed                               
G15_Y2_001_341,64,fringed                               
G15_Y2_001_354,64,fringed                               
G15_Y2_001_360,64,fringed                               
G15_Y2_001_360,64,fringed                               
G15_Y2_002_051,64,fringed                               
G15_Y2_002_381,64,fringed                               
G15_Y2_002_387,64,fringed                               
G15_Y2_003_008,64,fringed                               
G15_Y2_003_008,64,fringed                               
G15_Y2_003_023,64,fringed                               
G15_Y2_003_028,64,fringed                               
G15_Y2_003_028,64,fringed                               
G15_Y2_003_112,64,fringed                               
G15_Y2_003_116,64,fringed                               
G15_Y2_003_120,64,fringed                               
G15_Y2_003_341,64,fringed                               
G15_Y2_003_341,64,fringed                               
G15_Y2_003_342,64,fringed                               
G15_Y2_003_342,64,fringed                               
G15_Y2_003_354,64,fringed                               
G15_Y2_003_354,64,fringed                               
G15_Y2_004_385,64,fringed                               
G15_Y2_004_385,64,fringed                               
G15_Y2_005_021,64,fringed                               
G15_Y2_005_023,64,fringed                               
G15_Y2_005_028,64,fringed                               
G15_Y2_005_028,64,fringed                               
G15_Y2_005_028,64,fringed                               
G15_Y2_005_071,64,fringed                               
G15_Y2_005_102,64,fringed                               
G15_Y2_005_103,64,fringed                               
G15_Y2_005_108,64,fringed                               
G15_Y2_005_110,64,fringed                               
G15_Y2_005_112,64,fringed                               
G15_Y2_005_112,64,fringed                               
G15_Y2_005_115,64,fringed                               
G15_Y2_005_116,64,fringed                               
G15_Y2_005_116,64,fringed                               
G15_Y2_005_117,64,fringed                               
G15_Y2_005_119,64,fringed                               
G15_Y2_005_119,64,fringed                               
G15_Y2_005_120,64,fringed                               
G15_Y2_005_127,64,fringed                               
G15_Y2_005_212,64,"mild fringing"                       
G15_Y2_005_216,64,fringed                               
G15_Y2_005_216,64,fringed                               
G15_Y2_005_216,64,fringed                               
G15_Y2_005_276,64,fringed                               
G15_Y2_005_279,64,fringed                               
G15_Y2_005_341,64,fringed                               
G15_Y2_005_341,64,fringed                               
G15_Y2_005_354,64,fringed                               
G15_Y2_005_354,64,fringed                               
G15_Y2_005_356,64,fringed                               
G15_Y2_005_360,64,fringed                               
G15_Y2_005_360,64,fringed                               
G15_Y2_006_064,64,fringed                               
G15_Y2_006_064,64,fringed                               
G15_Y2_006_169,64,fringed                               
G15_Y2_007_021,64,fringed                               
G15_Y2_007_021,64,fringed                               
G15_Y2_007_115,64,fringed                               
G15_Y2_007_116,64,fringed                               
G15_Y2_007_116,64,fringed                               
G15_Y2_007_158,64,fringed                               
G15_Y2_007_342,64,fringed                               
G15_Y2_007_356,64,fringed                               
G15_Y2_007_356,64,fringed                               
G15_Y2_008_037,64,fringed                               
G15_Y2_008_041,64,fringed                               
G15_Y2_008_041,64,fringed                               
G15_Y2_008_047,64,fringed                               
G15_Y2_008_047,64,fringed                               
G15_Y2_008_060,64,fringed                               
G15_Y2_008_061,64,fringed                               
G15_Y2_008_061,64,fringed                               
G15_Y2_008_061,64,fringed                               
G15_Y2_008_062,64,fringed                               
G15_Y2_008_064,64,fringed                               
G15_Y2_008_064,64,fringed                               
G15_Y2_008_064,64,fringed                               
G15_Y2_008_107,64,fringed                               
G15_Y2_008_110,64,fringed                               
G15_Y2_008_129,64,fringed                               
G15_Y2_008_129,64,fringed                               
G15_Y2_008_161,64,fringed                               
G15_Y2_008_165,64,fringed                               
G15_Y2_008_165,64,fringed                               
G15_Y2_008_168,64,fringed                               
G15_Y2_008_169,64,fringed                               
G15_Y2_008_169,64,fringed                               
G15_Y2_008_381,64,fringed                               
G15_Y2_008_387,64,fringed                               
G15_Y2_008_395,64,fringed                               
G15_Y2_009_023,64,fringed                               
G15_Y2_009_023,64,fringed                               
G15_Y2_009_110,64,fringed                               
G15_Y2_009_112,64,fringed                               
G15_Y2_009_112,64,fringed                               
G15_Y2_009_117,64,fringed                               
G15_Y2_009_117,64,fringed                               
G15_Y2_009_119,64,fringed                               
G15_Y2_009_120,64,fringed                               
G15_Y2_009_341,64,fringed                               
G15_Y2_009_341,64,fringed                               
G15_Y2_009_354,64,fringed                               
G15_Y2_009_354,64,fringed                               
G15_Y2_010_047,64,fringed                               
G15_Y2_010_047,64,fringed                               
G15_Y2_010_064,64,fringing                              
G15_Y2_010_064,64,fringed                               
G15_Y2_010_107,64,fringed                               
G15_Y2_010_161,64,fringing                              
G15_Y2_010_161,64,fringed                               
G15_Y2_010_161,64,fringed                               
G15_Y2_010_381,64,fringed                               
G15_Y2_010_381,64,fringed                               
G15_Y2_010_385,64,fringed                               
G15_Y2_010_385,64,fringed                               
G15_Y2_010_385,64,fringed                               
G15_Y2_010_395,64,fringed                               
G15_Y2_010_395,64,fringed                               
G15_Y2_011_110,64,fringed                               
G15_Y2_011_111,64,fringed                               
G15_Y2_011_116,64,fringed                               
G15_Y2_011_116,64,fringed                               
G15_Y2_011_117,64,fringed                               
G15_Y2_011_216,64,fringed                               
G15_Y2_011_275,64,fringed                               
G15_Y2_011_342,64,fringed                               
G15_Y2_011_342,64,fringed                               
G15_Y2_011_345,64,fringed                               
G15_Y2_011_348,64,fringed                               
G15_Y2_011_348,64,fringed                               
G15_Y2_012_025,64,fringed                               
G15_Y2_012_115,64,fringed                               
G15_Y2_012_119,64,fringed                               
G15_Y2_012_119,64,fringed                               
G15_Y2_012_341,64,fringed                               
G15_Y2_012_345,64,fringed                               
G15_Y2_012_345,64,fringed                               
G15_Y2_012_356,64,fringed                               
G15_Y2_012_360,64,fringed                               
G15_Y2_012_360,64,fringed                               
G15_Y2_013_047,64,fringing                              
G15_Y2_013_047,64,fringed                               
G15_Y2_013_056,64,fringed                               
G15_Y2_013_129,64,fringing                              
G15_Y2_013_161,64,fringing                              
G15_Y2_013_165,64,fringed                               
G15_Y2_013_168,64,fringed                               
G15_Y2_013_381,64,fringing                              
G15_Y2_013_381,64,fringed                               
G15_Y2_013_385,64,fringing                              
G15_Y2_013_387,64,fringed                               
G15_Y2_013_395,64,fringed                               
G15_Y2_013_395,64,fringed                               
G15_Y2_013_395,64,fringed                               
G15_Y2_014_108,64,fringed                               
G15_Y2_014_345,64,fringed                               
G15_Y2_014_354,64,fringed                               
G15_Y2_014_356,64,fringed                               
G15_Y2_014_356,64,fringed                               
G15_Y2_014_356,64,fringed                               
G15_Y2_015_020,64,fringed                               
G15_Y2_015_028,64,fringed                               
G15_Y2_015_042,64,fringed                               
G15_Y2_015_108,64,fringed                               
G15_Y2_015_110,64,fringed                               
G15_Y2_015_112,64,fringed                               
G15_Y2_015_115,64,fringed                               
G15_Y2_015_115,64,fringed                               
G15_Y2_015_119,64,fringed                               
G15_Y2_015_120,64,fringed                               
G15_Y2_015_120,64,fringed                               
G15_Y2_015_276,64,fringed                               
G15_Y2_015_341,64,fringed                               
G15_Y2_015_341,64,fringed                               
G15_Y2_015_356,64,fringed                               
G15_Y2_015_356,64,fringed                               
G15_Y2_015_360,64,fringed                               
G15_Y2_016_064,64,fringed                               
G15_Y2_016_064,64,fringed                               
G15_Y2_016_161,64,fringed                               
G15_Y2_016_161,64,fringed                               
G15_Y2_016_381,64,fringed                               
G15_Y2_016_381,64,fringed                               
G15_Y2_016_387,64,fringed                               
G15_Y2_016_387,64,fringed                               
G15_Y2_016_395,64,fringed                               
G15_Y2_017_028,64,fringed                               
G15_Y2_017_028,64,fringed                               
G15_Y2_017_032,64,fringed                               
G15_Y2_017_079,64,fringed                               
G15_Y2_017_103,64,fringed                               
G15_Y2_017_112,64,fringed                               
G15_Y2_017_115,64,fringed                               
G15_Y2_017_116,64,fringed                               
G15_Y2_017_117,64,fringed                               
G15_Y2_017_279,64,fringed                               
G15_Y2_017_342,64,fringed                               
G15_Y2_017_342,64,fringed                               
G15_Y2_017_345,64,fringed                               
G15_Y2_017_345,64,fringed                               
G15_Y2_017_354,64,fringed                               
G15_Y2_017_354,64,fringed                               
G15_Y2_017_360,64,fringed                               
G15_Y2_017_360,64,fringed                               
G15_Y2_018_021,64,fringed                               
G15_Y2_018_023,64,fringed                               
G15_Y2_018_115,64,fringed                               
G15_Y2_018_116,64,fringed                               
G15_Y2_018_117,64,fringed                               
G15_Y2_018_119,64,fringed                               
G15_Y2_018_129,64,fringed                               
G15_Y2_018_275,64,fringed                               
G15_Y2_018_354,64,fringed                               
G15_Y2_018_356,64,fringed                               
G15_Y2_018_356,64,fringed                               
G15_Y2_019_060,64,fringed                               
G15_Y2_019_161,64,fringed                               
G15_Y2_019_381,64,fringed                               
G15_Y2_019_395,64,fringed                               
G15_Y2_020_028,64,fringed                               
G15_Y2_020_112,64,fringed                               
G15_Y2_020_112,64,fringed                               
G15_Y2_020_115,64,fringed                               
G15_Y2_020_116,64,fringed                               
G15_Y2_020_120,64,fringed                               
G15_Y2_020_216,64,fringed                               
G15_Y2_020_341,64,fringed                               
G15_Y2_020_348,64,fringed                               
G15_Y2_020_348,64,fringed                               
G15_Y2_020_356,64,fringed                               
G15_Y2_021_014,64,fringed                               
G15_Y2_021_064,64,fringed                               
G15_Y2_021_064,64,fringed                               
G15_Y2_021_168,64,fringed                               
G15_Y2_021_287,64,fringed                               
G15_Y2_022_023,64,fringed                               
G15_Y2_022_023,64,fringed                               
G15_Y2_022_071,64,fringed                               
G15_Y2_022_071,64,fringed                               
G15_Y2_022_116,64,fringed                               
G15_Y2_022_116,64,fringed                               
G15_Y2_022_119,64,fringed                               
G15_Y2_022_275,64,fringed                               
G15_Y2_023_115,64,fringed                               
G15_Y3_001_026,64,fringed                               
G15_Y3_001_071,64,fringed                               
G15_Y3_001_071,64,fringed                               
G15_Y3_001_076,64,"mild fringing"                       
G15_Y3_001_079,64,fringed                               
G15_Y3_001_079,64,fringed                               
G15_Y3_001_086,64,fringed                               
G15_Y3_001_112,64,fringed                               
G15_Y3_001_120,64,fringed                               
G15_Y3_001_216,64,fringed                               
G15_Y3_001_216,64,fringed                               
G15_Y3_001_354,64,fringed                               
G15_Y3_001_356,64,fringed                               
G15_Y3_001_356,64,fringed                               
G15_Y3_001_356,64,fringed                               
G15_Y3_001_360,64,fringed                               
G15_Y3_001_360,64,fringed                               
G15_Y3_001_370,64,fringed                               
G15_Y3_001_393,64,fringed                               
G15_Y3_001_393,64,fringed                               
G15_Y3_003_009,64,fringed                               
G15_Y3_003_009,64,fringed                               
G15_Y3_003_071,64,fringed                               
G15_Y3_003_077,64,fringed                               
G15_Y3_003_077,64,fringed                               
G15_Y3_003_079,64,fringed                               
G15_Y3_003_079,64,fringed                               
G15_Y3_003_080,64,fringed                               
G15_Y3_003_086,64,fringed                               
G15_Y3_003_112,64,fringed                               
G15_Y3_003_112,64,fringed                               
G15_Y3_003_204,64,fringed                               
G15_Y3_003_216,64,fringed                               
G15_Y3_003_223,64,fringed                               
G15_Y3_003_274,64,fringed                               
G15_Y3_003_275,64,fringed                               
G15_Y3_003_275,64,fringed                               
G15_Y3_003_276,64,fringed                               
G15_Y3_003_278,64,fringed                               
G15_Y3_003_279,64,fringed                               
G15_Y3_003_279,64,fringed                               
G15_Y3_003_345,64,fringed                               
G15_Y3_003_353,64,fringed                               
G15_Y3_003_353,64,fringed                               
G15_Y3_003_353,64,fringed                               
G15_Y3_003_354,64,fringed                               
G15_Y3_003_354,64,fringed                               
G15_Y3_003_354,64,fringed                               
G15_Y3_003_356,64,fringed                               
G15_Y3_003_356,64,fringed                               
G15_Y3_003_356,64,fringed                               
G15_Y3_003_393,64,fringed                               
G15_Y3_004_040,64,fringed                               
G15_Y3_004_047,64,fringed                               
G15_Y3_004_060,64,fringed                               
G15_Y3_004_060,64,fringed                               
G15_Y3_004_062,64,fringed                               
G15_Y3_004_062,64,fringed                               
G15_Y3_004_062,64,fringed                               
G15_Y3_004_064,64,fringed                               
G15_Y3_004_064,64,fringed                               
G15_Y3_004_064,64,fringed                               
G15_Y3_004_107,64,fringed                               
G15_Y3_004_107,64,fringed                               
G15_Y3_004_107,64,fringed                               
G15_Y3_004_129,64,fringed                               
G15_Y3_004_387,64,fringed                               
G15_Y3_005_064,64,fringed                               
G15_Y3_005_107,64,fringed                               
G15_Y3_005_107,64,fringed                               
G15_Y3_005_165,64,fringed                               
G15_Y3_005_381,64,fringed                               
G15_Y3_006_013,64,fringed                               
G15_Y3_006_069,64,fringed                               
G15_Y3_006_069,64,fringed                               
G15_Y3_006_069,64,fringed                               
G15_Y3_006_071,64,fringed                               
G15_Y3_006_071,64,fringed                               
G15_Y3_006_077,64,fringed                               
G15_Y3_006_079,64,fringed                               
G15_Y3_006_079,64,fringed                               
G15_Y3_006_080,64,fringed                               
G15_Y3_006_080,64,fringed                               
G15_Y3_006_080,64,fringed                               
G15_Y3_006_086,64,fringed                               
G15_Y3_006_103,64,fringed                               
G15_Y3_006_112,64,fringed                               
G15_Y3_006_115,64,fringed                               
G15_Y3_006_115,64,fringed                               
G15_Y3_006_117,64,fringed                               
G15_Y3_006_120,64,fringed                               
G15_Y3_006_211,64,fringed                               
G15_Y3_006_211,64,fringed                               
G15_Y3_006_211,64,fringed                               
G15_Y3_006_274,64,fringed                               
G15_Y3_006_275,64,fringed                               
G15_Y3_006_276,64,fringed                               
G15_Y3_006_276,64,fringed                               
G15_Y3_006_278,64,fringed                               
G15_Y3_006_342,64,fringed                               
G15_Y3_006_354,64,fringed                               
G15_Y3_006_373,64,fringed                               
G15_Y3_006_378,64,fringed                               
G15_Y3_006_383,64,fringed                               
G15_Y3_006_393,64,fringed                               
G15_Y3_006_393,64,fringed                               
G15_Y3_006_393,64,fringed                               
G15_Y3_006_393,64,fringed                               
G15_Y3_007_060,64,fringed                               
G15_Y3_007_064,64,fringed                               
G15_Y3_007_064,64,fringed                               
G15_Y3_007_064,64,fringed                               
G15_Y3_007_069,64,fringed                               
G15_Y3_007_070,64,fringed                               
G15_Y3_007_107,64,fringed                               
G15_Y3_007_370,64,fringed                               
G15_Y3_007_381,64,fringed                               
