SPECID,fringe,reduction,sky,comment
G12_Y1_GS1_308,1,,,
G12_Y1_HND1_071,1,,,
G09_Y1_FS1_115,1,,,
G12_Y1_BS1_064,1,,,
G09_Y1_HS2_040,1,,,
G15_Y1_FS1_060,1,,,
G15_Y1_CS1_129,1,,,
G15_Y1_EN1_129,1,,,
G15_Y1_CN1_130,1,,,
G09_Y4_208_086,1,,,
G15_Y1_IN1_061,1,,,
G15_Y6_097_069,,1,,
G09_Y1_BS2_130,1,,,
G15_Y1_FN1_130,1,,,
G09_Y1_ES1_008,1,,,
G15_Y1_BN1_276,1,,,
G09_Y1_BS1_169,1,,,
G12_Y1_EN1_139,1,,,
G09_Y2_010_142,1,,,
G09_Y1_FN1_165,1,,,
G12_Y1_IND1_161,1,,,
G12_Y1_FS2_161,1,,,
G15_Y1_DS1_077,1,,,
G09_Y1_DN1_132,1,,,
G09_Y1_FS1_112,1,,,
G12_Y1_ND8_002,1,,,
G15_Y1_FS2_028,,1,,
G15_Y1_HS1_026,1,,,
G15_Y6_088_366,1,,,
G15_Y1_CS1_054,1,,,
G09_Y1_FS1_080,1,,,
G15_Y1_IN1_040,1,,,
G12_Y1_BS2_353,1,,,
G09_Y1_DS2_110,1,,,
G09_Y1_HN1_353,1,,,
G09_Y1_HN1_080,1,,,
G12_Y1_HS1_054,1,,,
G15_Y1_DN2_042,,1,,
G15_Y1_BN1_112,1,,,
G15_Y6_088_387,,1,,
G15_Y1_FS2_011,,1,,
G09_Y1_AX2_055,1,,,
G12_Y1_HND1_275,1,,,
G02_Y4_040_355,1,,,
G12_Y1_CND1_132,1,,,
G09_Y1_DS1_080,1,,,
G12_Y2_020_026,1,,,
G09_Y1_BN2_110,1,,,
G15_Y4_204_335,1,,,
G12_Y1_FS2_054,1,,,
G09_Y1_GN2_370,1,,,
G12_Y1_ND1_165,1,,,
G15_Y1_CS1_132,1,,,
G09_Y1_FS1_111,1,,,
G12_Y1_ND1_125,1,,,
G09_Y1_BS1_070,1,,,
G09_Y1_BN2_169,1,,,
G09_Y1_IS2_109,1,,,
G09_Y1_FN2_280,1,,,
G12_Y1_ES1_112,1,,,
G12_Y1_GS2_341,1,,,
G02_Y3_005_119,1,,,
G09_Y1_CX2_161,1,,,
G15_Y2_003_108,1,,,
G09_Y1_ES2_110,1,,,
G09_Y1_IS2_105,1,,,
G09_Y4_205_129,1,,,
G09_Y1_HN1_342,1,,,
G12_Y1_BS2_130,1,,,
G09_Y1_FS1_277,1,,,
G12_Y1_IS2_076,1,,,
G09_Y1_FS1_076,1,,,
G02_Y5_089_381,,1,,
G09_Y2_019_021,1,,,
G09_Y4_215_118,,1,,
G09_Y4_215_345,1,,,
G09_Y1_BS1_381,1,,,
G12_Y1_ES1_108,1,,,
G15_Y1_DS1_008,1,,,
G15_Y1_ES2_348,1,,,
G15_Y1_FS1_090,,,1,
G12_Y5_024_110,1,,,
G12_Y1_CS2_028,1,,,
G15_Y4_202_313,,1,,
G12_Y1_DS1_110,1,,,
G15_Y1_BN1_008,1,,,
G09_Y1_FS1_274,1,,,
G12_Y1_GN1_348,1,,,
G15_Y1_AN2_378,1,,,
G15_Y1_GS1_112,1,,,
G09_Y4_206_102,1,,,
G12_Y5_024_096,,1,,
G15_Y1_GN1_116,1,,,
G15_Y1_EN1_161,1,,,
G15_Y3_003_069,1,,,
G09_Y2_004_102,1,,,
G12_Y1_GS2_021,1,,,
G12_Y1_ES1_103,1,,,
G09_Y4_208_353,1,,,
G09_Y1_IS2_341,1,,,
G15_Y1_GN1_112,1,,,
G09_Y1_BN2_395,1,,,
G12_Y6_080_076,1,,,
G15_Y1_BN1_119,1,,,
G09_Y1_FS2_168,1,,,
G12_Y1_BX2_332,,,1,
G15_Y1_BX2_111,1,,,
G15_Y1_CX1_381,1,,,
G09_Y1_DX1_090,,,1,
G12_Y1_IS2_003,1,,,
G09_Y1_FN1_385,1,,,
G09_Y1_DS2_090,1,,,
G09_Y4_202_306,1,,,
G12_Y1_EX2_136,,1,,
G09_Y1_test_080,1,,,
G15_Y1_HS1_021,1,,,
G09_Y2_002_110,1,,,
G09_Y1_EN2_130,1,,,
G02_Y4_025_086,1,,,
G15_Y1_FS2_008,1,,,
G09_Y1_BN2_165,1,,,
G09_Y1_CN1_345,1,,,
G12_Y1_DS2_342,1,,,
G12_Y4_210_373,,1,,
G09_Y1_IS2_101,1,,,
G12_Y1_IS2_365,1,,,
G15_Y1_AN2_109,1,,,
G09_Y1_FN2_281,1,,,
G12_Y1_BS2_108,1,,,
G12_Y1_FN1_348,1,,,
G15_Y1_FN1_119,1,,,
G12_Y1_GS1_139,1,,,
G12_Y1_ND4_387,1,,,
G15_Y1_HS1_071,1,,,
G09_Y1_CS1_036,1,,,
G02_Y4_027_126,1,,,
G09_Y1_GS1_387,1,,,
G12_Y5_015_268,,1,,bad splice
G12_Y1_DN1_379,,1,,DN1 field error
G09_Y1_AX2_385,1,,,
G12_Y1_CS2_026,1,,,
G09_Y1_IS1_276,1,,,
G15_Y6_100_388,,1,,
G15_Y6_100_382,,1,,
G15_Y1_FS1_064,1,,,
G15_Y1_FN1_103,1,,,
G12_Y1_CN1_040,1,,,
G09_Y1_DN2_345,1,,,
G15_Y1_HS1_281,1,,,
G12_Y1_CN1_064,1,,,
G12_Y1_ND2_071,1,,,
G09_Y2_024_056,1,,,
G12_Y1_IS2_341,1,,,
G12_Y1_BS1_122,1,,,
G12_Y1_DD1_165,1,,,
G09_Y1_IN2_164,1,,,
G09_Y6_080_389,,1,,
G15_Y4_243_071,1,,,
G02_Y5_079_376,,,1,
G09_Y1_EN2_345,1,,,
G12_Y1_ND6_056,1,,,
G09_Y1_DS1_008,1,,,
G09_Y1_HN1_279,1,,,
G09_Y2_002_385,1,,,
G09_Y2_004_365,1,,,
G15_Y1_DN1_387,,1,,DN1 field error
G09_Y4_215_116,1,,,
G09_Y1_IS1_078,,,1,
G15_Y4_207_313,,1,,
G12_Y4_202_141,1,,,
G15_Y1_BN2_354,1,,,
G09_Y1_HS2_161,1,,,
G15_Y1_ES1_161,1,,,
G09_Y6_093_361,,1,,
G15_Y1_DS1_124,1,,,
G15_Y1_DS1_108,1,,,
G12_Y1_FS1_111,1,,,
G12_Y1_DN1_344,,1,,DN1 field error
G09_Y4_231_173,,,1,
G15_Y1_HN2_023,1,,,
G12_Y4_210_352,1,,,
G15_Y1_DS2_127,,1,,
G15_Y3_023_191,,1,,bad splice
G15_Y2_001_071,1,,,
G02_Y4_002_006,,1,,bad splice
G15_Y2_023_289,,,1,
G02_Y4_036_314,,1,,bad splice
G09_Y1_CN2_054,1,,,
G12_Y1_CS1_090,,,1,
G15_Y1_IS2_090,,,1,
G15_Y1_HN2_341,1,,,
G02_Y4_032_004,,1,,bad splice
G15_Y1_IN1_107,1,,,
G15_Y1_AN2_129,1,,,
G02_Y4_028_274,1,,,
G12_Y6_085_374,1,,,
G15_Y4_205_285,1,,,
G15_Y1_IS1_026,1,,,
G02_Y3_013_291,,,1,
G12_Y4_204_211,1,,,
G02_Y5_050_314,1,,,
G09_Y1_IN2_117,1,,,
G15_Y6_100_330,1,,,
G15_Y1_BN1_354,1,,,
G02_Y4_043_195,,1,,bad splice
G15_Y2_011_028,,1,,bad splice
G15_Y1_BS2_110,1,,,
G15_Y4_204_063,1,,,
G15_Y4_238_311,1,,,
G15_Y3_009_045,,1,,bad splice
G09_Y4_224_102,,,1,
G15_Y1_AN2_101,1,,,
G09_Y4_203_024,1,,,
G15_Y2_001_274,1,,,
G15_Y6_100_393,,1,,
G02_Y3_015_026,1,,,
G12_Y1_IN1_116,1,,,
G02_Y4_035_125,1,,,
G15_Y6_086_317,1,,,
G09_Y2_010_032,1,,,
G12_Y1_DND1_007,,,1,
G12_Y1_DN1_387,,1,,DN1 field error
G12_Y1_FN1_119,1,,,
G02_Y3_015_112,1,,,
G15_Y6_085_015,,1,,bad splice
G15_Y6_100_392,,1,,
G09_Y1_CN2_308,1,,,
G15_Y6_100_264,,1,,
G15_Y6_100_381,,1,,
G09_Y4_228_110,1,,,
G15_Y1_AN2_081,1,,,
G15_Y2_009_372,,1,,
G12_Y1_HS2_112,1,,,
G15_Y3_002_047,1,,,
G02_Y5_051_348,1,,,
G02_Y4_042_004,,1,,bad splice
G15_Y6_093_375,,1,,
G02_Y4_029_315,,1,,bad splice
G02_Y4_035_315,,1,,bad splice
G09_Y4_227_302,,1,,bad splice
G15_Y5_023_083,,1,,bad splice
G02_Y4_032_078,,1,,
G15_Y5_033_370,1,,,
G15_Y5_009_006,,1,,bad splice
G15_Y4_215_379,,1,,
G15_Y4_229_394,,1,,
G09_Y4_214_027,,1,,bad splice
G09_Y6_093_355,,1,,
G02_Y4_039_209,,1,,bad splice
G15_Y6_101_054,,1,,bad splice
G15_Y1_HS2_165,,1,,bad splice
G15_Y4_238_319,,1,,
G15_Y3_041_189,,,1,
G15_Y3_041_389,,1,,bad splice
G09_Y2_028_277,1,,,
G15_Y3_041_183,,1,,bad splice
G15_Y4_240_387,,1,,
G02_Y4_032_055,1,,,
G09_Y4_227_231,,1,,bad splice
G09_Y4_206_152,,1,,
G15_Y6_090_302,,1,,bad splice
G09_Y4_227_347,,1,,
G15_Y3_041_090,,,1,
G09_Y4_238_274,1,,,
G15_Y6_094_375,,1,,bad splice
G02_Y5_071_388,,1,,bad splice
G15_Y2_020_014,,1,,bad splice
G09_Y2_015_222,,1,,bad splice
G15_Y4_204_315,,1,,
G15_Y3_047_002,,1,,bad splice
G02_Y4_035_017,,1,,bad splice
G15_Y2_018_379,,1,,bad splice
G02_Y5_088_394,,1,,bad splice
G15_Y1_HN2_367,,1,,bad splice
G15_Y4_208_306,,1,,bad splice
G15_Y2_009_362,,1,,
G15_Y2_007_120,1,,,
G02_Y3_009_079,1,,,
G15_Y6_086_017,,1,,bad splice
G15_Y1_FS2_009,,1,,bad splice
G09_Y1_FS1_008,1,,,
G15_Y1_AN2_356,1,,,
G09_Y4_221_107,1,,,
G12_Y1_HS2_360,1,,,
G09_Y4_215_354,1,,,
G09_Y4_203_356,1,,,
G09_Y1_GS2_139,1,,,
G15_Y1_HS1_130,1,,,
G09_Y1_BS1_054,1,,,
G15_Y2_001_354,1,,,
G15_Y2_001_360,1,,,
G09_Y2_029_112,1,,,
G15_Y4_202_060,1,,,
G09_Y1_HS2_129,1,,,
G09_Y4_224_064,1,,,
G12_Y1_GS1_060,1,,,
G09_Y4_215_356,1,,,
G12_Y1_ND7_056,1,,,
G12_Y1_DS1_129,1,,,
G12_Y1_IS2_354,1,,,
G09_Y1_IS2_003,1,,,
G12_Y1_IS2_356,1,,,
G12_Y1_ND3_040,1,,,
G15_Y2_008_129,1,,,
G02_Y4_037_354,1,,,
G15_Y1_EN2_341,1,,,
G15_Y1_IN1_055,1,,,
G09_Y1_HS2_064,1,,,
G09_Y4_203_241,1,,,
G12_Y1_ES1_356,1,,,
G12_Y5_028_060,1,,,
G09_Y4_224_107,1,,,
G15_Y1_BS2_031,1,,,
G15_Y3_001_112,1,,,
G09_Y1_IS2_076,1,,,
G09_Y1_BS1_036,1,,,
G15_Y1_HN1_060,1,,,
G09_Y4_215_080,1,,,
G15_Y4_202_110,1,,,
G12_Y2_025_107,1,,,
G02_Y3_016_040,1,,,
G09_Y1_AS1_064,1,,,
G09_Y4_203_079,1,,,
G15_Y1_HS1_115,1,,,
G15_Y1_BS2_054,1,,,
G09_Y1_BN2_064,1,,,
G09_Y4_261_356,1,,,
G12_Y1_HND1_360,1,,,
G12_Y3_007_102,1,,,
G15_Y1_BX2_342,1,,,
G09_Y1_DS2_165,1,,,
G09_Y1_AN2_062,1,,,
G09_Y4_210_287,1,,,
G12_Y6_058_390,,1,,
G09_Y4_201_040,1,,,
G12_Y2_039_354,1,,,
G12_Y1_IND1_169,1,,,
G15_Y1_BN2_008,1,,,
G02_Y3_006_013,,,1,
G12_Y3_025_008,,1,,bad splice
G15_Y6_082_048,,1,,bad splice
G02_Y4_042_224,,1,,bad splice
G15_Y3_001_115,1,,,
G15_Y1_ES2_063,,1,,bad splice
G15_Y1_EN1_040,1,,,
G09_Y1_CN2_129,1,,,
G09_Y4_207_176,1,,,
G09_Y1_GN1_348,1,,,
G12_Y6_058_375,,1,,
G09_Y4_201_284,1,,,
G09_Y1_GN2_348,1,,,
G12_Y1_DS2_345,1,,,
G15_Y1_CS2_280,1,,,
G09_Y1_IN2_342,1,,,
G12_Y1_IS2_079,1,,,
G15_Y6_087_035,,1,,bad splice
G09_Y1_ES2_132,1,,,
G12_Y1_DS1_308,1,,,
G09_Y1_GS2_036,1,,,
G12_Y1_ND4_036,1,,,
G09_Y4_228_080,1,,,
G12_Y5_015_168,1,,,
G15_Y4_212_356,1,,,
G09_Y1_HS2_110,1,,,
G09_Y4_208_356,1,,,
G02_Y4_043_241,1,,,
G15_Y3_008_356,1,,,
G15_Y2_008_047,1,,,
G15_Y4_232_064,1,,,
G09_Y2_031_354,1,,,
G15_Y2_003_354,1,,,
G15_Y3_016_064,1,,,
G15_Y2_003_112,1,,,
G02_Y3_020_354,1,,,
G09_Y1_HN2_040,1,,,
G12_Y5_027_356,1,,,
G09_Y1_GS1_055,1,,,
G02_Y4_040_354,1,,,
G15_Y1_IS1_356,1,,,
G09_Y1_HN2_064,1,,,
G02_Y4_033_064,1,,,
G15_Y4_206_354,1,,,
G09_Y4_228_356,1,,,
G12_Y1_DS1_055,1,,,
G09_Y1_test_023,1,,,
G09_Y1_IN2_071,1,,,
G15_Y4_205_356,1,,,
G15_Y4_205_102,1,,,
G09_Y1_FS1_079,1,,,
G09_Y2_041_112,1,,,
G02_Y4_040_211,1,,,
G15_Y4_204_165,1,,,
G15_Y1_ES2_341,1,,,
G09_Y1_DS1_356,1,,,
G15_Y4_205_360,1,,,
G09_Y1_GS1_060,1,,,
G09_Y1_ES2_055,1,,,
G02_Y4_043_275,1,,,
G12_Y1_FS1_360,1,,,
G02_Y3_014_071,1,,,
G15_Y4_205_211,1,,,
G15_Y3_001_356,1,,,
G09_Y4_210_370,1,,,
G02_Y3_018_040,1,,,
G15_Y4_202_168,1,,,
G02_Y4_040_271,1,,,
G02_Y3_019_064,1,,,
G15_Y4_202_165,1,,,
G09_Y1_HN2_308,1,,,
G12_Y4_204_356,1,,,
G15_Y2_005_120,1,,,
G15_Y2_008_061,1,,,
G09_Y4_256_354,1,,,
G15_Y1_HS1_003,1,,,
G12_Y1_ND3_055,1,,,
G15_Y4_203_211,1,,,
G12_Y1_ND3_036,1,,,
G09_Y1_BN2_136,1,,,
G02_Y4_033_165,1,,,
G12_Y1_CS2_023,1,,,
G09_Y1_AN2_064,1,,,
G02_Y4_040_071,1,,,
G02_Y3_019_060,1,,,
G12_Y1_GS2_008,1,,,
G12_Y1_FS2_036,1,,,
G02_Y3_018_037,1,,,
G02_Y3_013_037,1,,,
G09_Y4_224_168,1,,,
G15_Y1_AS1_119,1,,,
G02_Y3_018_165,1,,,
G15_Y1_AS1_341,1,,,
G12_Y1_GS1_064,1,,,
G09_Y1_test_276,1,,,
G02_Y4_040_102,1,,,
G15_Y2_008_107,1,,,
G12_Y2_039_120,1,,,
G09_Y4_208_354,1,,,
G02_Y4_043_271,1,,,
G09_Y1_DN1_064,1,,,
G12_Y1_EN1_055,1,,,
G09_Y4_245_356,1,,,
G09_Y4_221_064,1,,,
G09_Y1_CN1_023,1,,,
G09_Y2_019_023,1,,,
G15_Y2_005_110,1,,,
G02_Y4_028_080,1,,,
G15_Y2_017_115,1,,,
G09_Y2_029_021,1,,,
G09_Y2_031_110,1,,,
G12_Y1_GS1_055,1,,,
G02_Y4_036_040,1,,,
G12_Y2_019_168,1,,,
G02_Y4_031_360,1,,,
G12_Y4_202_110,1,,,
G09_Y1_HN2_110,1,,,
G02_Y3_014_079,1,,,
G15_Y2_003_120,1,,,
G15_Y3_008_071,1,,,
G15_Y1_IS1_360,1,,,
G15_Y2_008_060,1,,,
G09_Y2_033_112,1,,,
G15_Y1_BS2_139,1,,,
G15_Y2_020_216,1,,,
G15_Y4_206_241,1,,,
G09_Y1_IS1_021,1,,,
G12_Y1_ND6_168,1,,,
G15_Y3_011_279,1,,,
G12_Y4_206_370,1,,,
G09_Y1_test_079,1,,,
G09_Y1_CN2_056,1,,,
G12_Y1_HS2_021,1,,,
G09_Y4_202_165,1,,,
G12_Y1_GD1_064,1,,,
G12_Y1_HS1_055,1,,,
G02_Y4_040_353,1,,,
G02_Y4_034_211,1,,,
G09_Y1_GS2_040,1,,,
G15_Y1_EN2_342,1,,,
G12_Y4_203_064,1,,,
G12_Y1_EN1_060,1,,,
G02_Y4_041_168,1,,,
G15_Y4_205_082,1,,,
G15_Y2_008_165,1,,,
G12_Y1_HS2_023,1,,,
G12_Y1_GS2_023,1,,,
G15_Y1_IS1_106,1,,,
G12_Y3_005_276,1,,,
G12_Y1_ND2_023,1,,,
G12_Y4_212_165,1,,,
G12_Y4_206_080,1,,,
G15_Y4_213_353,1,,,
G12_Y1_DS2_008,1,,,
G15_Y2_005_023,1,,,
G09_Y4_206_208,1,,,
G09_Y4_224_165,1,,,
G15_Y3_011_360,1,,,
G15_Y4_201_353,1,,,
G02_Y4_028_354,1,,,
G15_Y2_008_161,1,,,
G15_Y4_202_129,1,,,
G09_Y4_203_354,1,,,
G09_Y4_207_107,1,,,
G09_Y2_031_365,1,,,
G15_Y4_202_041,1,,,
G09_Y1_IS2_002,1,,,
G09_Y1_test_356,1,,,
G02_Y4_036_061,1,,,
G15_Y4_205_127,1,,,
G15_Y1_IN1_060,1,,,
G12_Y1_GND1_056,1,,,
G09_Y1_GN2_342,1,,,
G12_Y1_HN1_354,1,,,
G12_Y5_015_391,,,1,
G12_Y1_GS2_003,1,,,
G09_Y4_201_102,1,,,
G09_Y4_203_378,1,,,
G02_Y4_036_060,1,,,
G12_Y1_CS2_130,1,,,
G12_Y2_009_102,1,,,
G02_Y3_009_026,1,,,
G15_Y3_001_354,1,,,
G09_Y2_031_079,1,,,
G12_Y4_211_216,1,,,
G09_Y4_212_102,1,,,
G02_Y4_031_071,1,,,
G15_Y4_233_356,1,,,
G09_Y4_206_328,1,,,
G09_Y1_GS1_381,1,,,
G09_Y4_203_285,1,,,
G02_Y3_016_161,1,,,
G09_Y4_201_070,1,,,
G09_Y1_EN1_056,1,,,
G09_Y1_BN2_036,1,,,
G02_Y3_014_026,1,,,
G15_Y1_FN1_117,1,,,
G15_Y3_036_115,1,,,
G12_Y3_038_276,1,,,
G09_Y4_207_169,1,,,
G15_Y1_DS1_216,1,,,
G12_Y1_EX1_117,1,,,
G12_Y1_BN1_356,1,,,
G15_Y5_033_353,1,,,
G15_Y1_CS2_342,1,,,
G09_Y4_201_356,1,,,
G09_Y4_201_077,1,,,
G12_Y1_GS2_356,1,,,
G02_Y3_013_047,1,,,
G09_Y4_207_056,1,,,
G15_Y4_243_119,1,,,
G09_Y1_IS2_278,1,,,
G09_Y4_208_079,1,,,
G15_Y4_233_216,1,,,
G09_Y4_201_027,1,,,
G12_Y1_ND2_080,1,,,
G15_Y2_012_115,1,,,
G12_Y1_BS2_023,1,,,
G12_Y1_DS2_023,1,,,
G15_Y4_211_168,1,,,
G12_Y2_028_129,1,,,
G02_Y3_014_080,1,,,
G02_Y5_071_005,,1,,bad splice
G12_Y5_025_064,1,,,
G12_Y5_021_061,1,,,
G09_Y4_228_345,1,,,
G12_Y1_ES1_021,1,,,
G09_Y2_031_120,1,,,
G12_Y1_BS2_354,1,,,
G02_Y3_009_277,1,,,
G12_Y3_023_040,1,,,
G12_Y1_BS2_276,1,,,
G09_Y1_IS1_356,1,,,
G09_Y4_240_041,1,,,
G02_Y3_015_077,1,,,
G12_Y3_007_360,1,,,
G12_Y1_EN1_129,1,,,
G02_Y4_030_110,1,,,
G09_Y4_206_283,1,,,
G15_Y3_016_060,1,,,
G12_Y5_024_061,1,,,
G15_Y1_EN2_348,1,,,
G15_Y1_ES1_055,1,,,
G02_Y3_016_064,1,,,
G09_Y2_029_117,1,,,
G12_Y1_CN1_060,1,,,
G12_Y5_028_165,1,,,
G02_Y4_041_110,1,,,
G12_Y5_011_216,1,,,
G02_Y4_036_168,1,,,
G09_Y4_206_071,1,,,
G15_Y5_062_360,,1,,bad splice
G12_Y1_HS2_117,1,,,
G02_Y4_031_211,1,,,
G15_Y2_012_345,1,,,
G15_Y4_214_061,1,,,
G12_Y4_206_361,1,,,
G15_Y5_033_279,1,,,
G09_Y1_IN1_040,1,,,
G15_Y3_008_278,1,,,
G12_Y1_FN1_281,1,,,
G12_Y4_207_354,1,,,
G09_Y1_FN1_107,1,,,
G15_Y4_206_080,1,,,
G02_Y4_038_107,1,,,
G09_Y4_245_026,1,,,
G09_Y1_ES2_395,1,,,
G15_Y4_201_360,1,,,
G09_Y4_202_110,1,,,
G02_Y4_026_063,1,,,
G09_Y1_HN2_244,1,,,
G12_Y1_GS2_360,1,,,
G12_Y4_206_071,1,,,
G09_Y1_CS2_130,1,,,
G12_Y1_GN1_026,1,,,
G02_Y4_026_009,,,1,
G02_Y3_013_180,,,1,
G02_Y4_030_061,1,,,
G15_Y3_009_011,,1,,
G15_Y2_008_037,1,,,
G15_Y4_215_161,1,,,
G09_Y4_205_161,1,,,
G02_Y4_028_356,1,,,
G02_Y4_040_362,1,,,
G09_Y1_GN2_356,1,,,
G02_Y3_009_365,1,,,
G12_Y5_025_161,1,,,
G09_Y1_IS1_341,1,,,
G12_Y4_209_385,,1,,
G09_Y4_215_079,1,,,
G09_Y4_206_313,1,,,
G15_Y2_022_119,1,,,
G12_Y4_207_115,1,,,
G02_Y3_009_279,1,,,
G02_Y4_043_108,1,,,
G09_Y1_GN2_361,1,,,
G15_Y4_201_024,1,,,
G12_Y5_025_129,1,,,
G02_Y4_032_165,1,,,
G09_Y1_GN2_204,1,,,
G02_Y3_019_385,,1,,bad splice
G02_Y5_106_371,,1,,bad splice
G09_Y1_ES1_345,1,,,
G15_Y3_005_169,1,,,
G15_Y2_012_026,1,,,
G12_Y6_073_383,,1,,
G02_Y3_015_365,1,,,
G15_Y2_010_027,,1,,bad splice
G15_Y1_AS1_345,1,,,
G12_Y1_HN1_117,1,,,
G15_Y2_005_117,1,,,
G12_Y2_005_064,1,,,
G09_Y2_004_271,1,,,
G12_Y4_210_393,,1,,
G15_Y1_CN1_111,1,,.
G15_Y1_DN1_077,,1,,DN1 field error
G15_Y1_DN1_036,,1,,DN1 field error
G15_Y1_DN1_061,,1,,DN1 field error
G15_Y1_DN1_308,,1,,DN1 field error
G15_Y1_DN1_295,,1,,DN1 field error
G15_Y1_DN1_081,,1,,DN1 field error
G15_Y1_AN2_026,1,,,
G12_Y1_AS2_111,1,,,
G02_Y5_116_388,,1,,bad splice
G12_Y1_IN1_279,1,,,
G12_Y4_206_020,,1,,bad splice
G15_Y6_102_086,,1,,bad splice
G15_Y3_010_192,,1,,bad splice
G15_Y3_007_137,,1,,bad splice
G15_Y1_FS2_054,,1,,bad splice
G15_Y2_013_003,,1,,bad splice
G15_Y3_006_382,,1,,bad splice
G15_Y4_235_370,,1,,
G09_Y1_AN2_161,1,,,
G12_Y2_029_086,,1,,
G15_Y4_235_372,,1,,
G09_Y1_FX2_117,1,,,
G12_Y1_BS2_026,1,,,
G15_Y3_015_032,,1,,bad splice
G09_Y1_ES2_062,1,,,
G12_Y1_FS1_125,1,,,
G12_Y1_HS2_010,1,,,
G15_Y1_GN1_342,1,,,
G12_Y1_GS2_271,1,,,
G12_Y5_027_370,1,,,
G09_Y1_GS1_132,1,,,
G12_Y1_IS2_028,1,,,
G12_Y1_BX2_356,1,,,
G02_Y4_025_274,1,,,
G09_Y4_206_254,1,,,
G02_Y4_026_369,1,,,
