SPECID,SCORE
G12_Y1_ES2_181,0.002028476
G12_Y2_034_092,0.0020284734
G12_Y1_HS1_134,0.0020284532
G15_Y1_ES1_251,0.0020283633
G12_Y1_FX1_280,0.0020283526
G09_Y4_219_352,0.002028341
G15_Y4_216_136,0.0020283214
G02_Y5_083_143,0.0020282338
G12_Y1_FN1_221,0.0020280788
G15_Y6_100_232,0.0020280443
G12_Y1_AN1_234,0.0020280222
G12_Y1_IS2_241,0.00202792
G02_Y5_091_141,0.0020278636
G12_Y1_BX2_215,0.002027853
G15_Y6_094_234,0.002027824
G02_Y5_092_029,0.0020278224
G02_Y6_012_379,0.0020275752
G02_Y4_002_073,0.002027574
G02_Y4_002_128,0.0020274478
G12_Y2_040_130,0.002027437
G02_Y3_003_398,0.0020274068
G15_Y3_006_286,0.0020274024
G15_Y1_CX2_398,0.002027371
G02_Y4_036_229,0.0020272061
G15_Y4_223_223,0.002027188
G12_Y1_EX1_208,0.0020270362
G15_Y4_213_291,0.0020269838
G09_Y1_GS2_378,0.002026944
G09_Y3_007_051,0.0020268452
G15_Y1_FS1_180,0.0020268057
G15_Y3_003_042,0.0020266704
G02_Y6_013_164,0.0020263223
G09_Y1_DX2_347,0.002026314
G15_Y1_BN1_190,0.0020261798
G15_Y5_030_055,0.002026143
G09_Y6_061_242,0.0020259912
G12_Y6_042_160,0.0020259754
G15_Y6_081_218,0.002025934
G15_Y1_ES1_113,0.0020258867
G09_Y1_BN2_003,0.002025878
G15_Y6_086_310,0.0020258161
G09_Y1_DX1_163,0.002025687
G12_Y3_011_394,0.0020256527
G15_Y2_006_249,0.0020255917
G15_Y3_003_266,0.002025589
G12_Y1_GS1_236,0.0020254971
G12_Y3_010_085,0.0020254953
G15_Y1_EN2_238,0.0020254306
G15_Y1_BX2_084,0.0020252685
G12_Y1_GS1_268,0.0020252604
G09_Y4_236_013,0.0020252597
G09_Y3_022_125,0.002025187
G15_Y4_211_005,0.002025182
G15_Y6_080_061,0.002025086
G15_Y1_AX2_253,0.0020249973
G02_Y4_036_261,0.0020248804
G12_Y3_030_028,0.0020248294
G15_Y1_FN1_013,0.0020247344
G09_Y4_224_248,0.0020246394
G15_Y4_216_316,0.0020246173
G15_Y4_243_364,0.0020244396
G12_Y5_023_323,0.0020243772
G12_Y1_BND1_265,0.0020242254
G12_Y2_002_187,0.0020241363
G15_Y1_IS1_306,0.0020239307
G15_Y1_BX1_231,0.0020238587
G12_Y1_AT_175,0.0020234142
G02_Y5_054_301,0.0020233153
G15_Y4_216_095,0.0020232294
G12_Y1_IS2_301,0.0020232224
G09_Y1_BX1_022,0.0020231241
G15_Y1_AS1_063,0.0020230925
G15_Y1_BX1_346,0.0020230254
G15_Y3_047_015,0.0020229088
G02_Y5_076_012,0.002022875
G12_Y1_CS2_342,0.0020228457
G15_Y1_FS2_062,0.0020228138
G02_Y5_078_098,0.0020227232
G09_Y4_236_080,0.0020226412
G15_Y3_040_204,0.0020224394
G12_Y6_053_392,0.0020223416
G09_Y4_206_162,0.0020223332
G15_Y3_032_343,0.0020220652
G15_Y2_008_184,0.0020218722
G12_Y1_AT_185,0.0020218617
G02_Y4_041_386,0.0020218452
G15_Y1_HN1_373,0.0020218228
G15_Y2_012_208,0.0020217793
G12_Y1_BS1_077,0.0020215765
G15_Y6_100_017,0.0020214375
G15_Y4_216_056,0.0020213304
G15_Y1_CN1_098,0.002021329
G12_Y1_CX2_347,0.002021299
G15_Y1_EN1_366,0.0020212778
G09_Y1_DS2_260,0.0020212117
G12_Y3_008_270,0.0020211218
G02_Y5_106_011,0.0020211157
G15_Y2_009_131,0.002021079
G15_Y4_212_235,0.0020207455
G02_Y5_089_074,0.0020206403
G02_Y4_036_338,0.002020455
G15_Y6_085_183,0.0020203544
G15_Y4_205_209,0.0020203064
G12_Y3_008_205,0.0020200948
G09_Y1_GX1_090,0.0020200787
G15_Y1_ES2_009,0.0020199502
G15_Y1_GX2_214,0.002019932
G12_Y1_HS2_245,0.0020198782
G09_Y4_260_251,0.0020198456
G15_Y1_GX2_044,0.0020198137
G15_Y1_GN1_304,0.0020197132
G02_Y3_004_311,0.002019646
G09_Y2_038_256,0.0020195358
G09_Y1_FN1_029,0.0020194536
G12_Y1_ND8_343,0.002019226
G09_Y4_202_381,0.0020192247
G09_Y4_225_277,0.0020191972
G12_Y4_204_051,0.0020191916
G15_Y3_002_386,0.0020189239
G15_Y2_023_277,0.0020188796
G02_Y5_094_269,0.002018832
G09_Y1_ES2_234,0.002018828
G12_Y1_FS1_129,0.0020188147
G15_Y5_022_213,0.0020188123
G15_Y1_AN2_336,0.0020187236
G15_Y4_232_116,0.0020186896
G12_Y2_032_004,0.0020186417
G09_Y4_260_033,0.002018557
G09_Y1_FS2_133,0.002018403
G12_Y1_GN1_166,0.0020181937
G12_Y2_040_024,0.002018127
G09_Y1_FS1_191,0.0020180338
G15_Y4_232_318,0.0020180298
G15_Y3_039_301,0.0020180228
G02_Y5_060_266,0.00201799
G12_Y2_023_083,0.0020179884
G09_Y1_DS2_059,0.0020179225
G12_Y1_AS1_287,0.0020179097
G15_Y4_226_030,0.002017893
G09_Y1_BN1_153,0.0020178864
G15_Y2_011_228,0.0020178822
G02_Y5_113_004,0.002017793
G15_Y4_208_245,0.0020177863
G12_Y1_DS2_294,0.002017761
G12_Y3_023_237,0.0020176515
G15_Y3_036_365,0.0020175541
G09_Y1_HN1_255,0.002017539
G15_Y1_FS1_392,0.0020175334
G09_Y3_013_310,0.002017525
G15_Y6_080_077,0.0020174826
G09_Y4_261_393,0.0020174019
G09_Y4_227_351,0.0020173748
G12_Y1_CN1_205,0.0020173436
G02_Y4_001_037,0.0020173234
G15_Y2_022_042,0.0020172482
G02_Y5_108_151,0.0020172168
G15_Y3_003_368,0.0020169965
G02_Y4_001_134,0.0020169758
G12_Y1_BN1_389,0.002016632
G12_Y6_041_015,0.0020165849
G12_Y1_AS1_206,0.0020164694
G15_Y3_003_252,0.0020164433
G12_Y1_FS1_171,0.0020164377
G09_Y1_GS1_272,0.0020163166
G15_Y2_007_148,0.002016243
G09_Y1_BX1_397,0.0020162163
G12_Y1_EN1_049,0.0020158868
G09_Y2_015_365,0.0020158687
G09_Y1_DX2_315,0.00201572
G02_Y6_013_298,0.002015714
G09_Y4_227_298,0.0020156745
G15_Y2_005_270,0.0020155774
G09_Y1_HN2_078,0.0020153825
G15_Y1_DN2_332,0.00201534
G15_Y1_FS2_382,0.002015285
G02_Y4_034_269,0.0020152729
G09_Y4_251_282,0.0020152489
G15_Y1_IN2_111,0.0020151634
G02_Y5_113_187,0.0020150992
G15_Y1_GN1_003,0.0020150712
G02_Y6_003_266,0.0020150626
G12_Y1_IND1_086,0.0020148628
G15_Y1_AS2_399,0.0020146647
G09_Y1_HS1_321,0.0020146524
G09_Y4_256_291,0.0020146214
G12_Y1_GD1_361,0.0020145338
G15_Y1_ES2_091,0.0020145276
G15_Y1_FN1_396,0.0020144766
G15_Y1_AN2_384,0.0020143827
G09_Y1_FN1_188,0.002014345
G09_Y1_DX1_292,0.0020143092
G12_Y5_032_035,0.0020142873
G15_Y2_006_063,0.0020141948
G09_Y1_EX1_293,0.0020141203
G15_Y1_FN1_355,0.0020140654
G02_Y5_087_086,0.0020139618
G02_Y5_088_247,0.0020139166
G15_Y3_015_363,0.002013838
G15_Y2_022_239,0.0020138293
G12_Y1_DS2_105,0.0020137574
G12_Y6_058_010,0.0020137131
G15_Y4_220_191,0.002013687
G15_Y1_BX1_228,0.0020136454
G02_Y3_013_164,0.0020136447
G02_Y4_033_344,0.0020135017
G15_Y4_203_346,0.0020134058
G12_Y1_CND1_293,0.002013281
G15_Y2_008_364,0.0020132102
G15_Y3_001_041,0.0020130337
G12_Y1_CND1_068,0.002012983
G12_Y1_BS2_128,0.0020129606
G15_Y3_035_215,0.0020128307
G15_Y3_040_097,0.0020128232
G12_Y1_DX1_068,0.0020127753
G09_Y1_FX1_005,0.002012678
G15_Y1_AS2_223,0.002012644
G09_Y3_022_282,0.002012618
G02_Y5_088_086,0.002012573
G15_Y5_029_348,0.0020125383
G15_Y3_038_156,0.0020125262
G09_Y1_AN2_007,0.0020125262
G12_Y1_IS1_084,0.0020124603
G12_Y1_AN1_154,0.0020124319
G09_Y5_001_287,0.0020123683
G12_Y1_ND7_310,0.0020123501
G15_Y4_202_271,0.0020122388
G02_Y5_072_221,0.0020121534
G15_Y1_IS1_105,0.0020120656
G02_Y5_078_363,0.0020119871
G15_Y1_CS1_330,0.0020117236
G12_Y2_020_384,0.002011552
G15_Y1_CS2_303,0.00201151
G15_Y3_037_132,0.0020114793
G15_Y3_034_365,0.002011463
G02_Y5_109_108,0.0020112782
G09_Y1_HN2_039,0.0020112125
G12_Y1_BS2_114,0.002010828
G12_Y3_007_372,0.002010745
G12_Y2_034_330,0.0020107296
G09_Y1_DN1_227,0.0020107292
G09_Y4_228_378,0.002010695
G15_Y1_DS2_081,0.002010672
G15_Y3_013_357,0.0020106426
G15_Y4_232_219,0.0020105906
G15_Y2_021_394,0.0020102651
G12_Y4_206_045,0.0020102528
G02_Y5_073_040,0.0020102477
G15_Y4_209_367,0.0020100232
G12_Y1_ND6_226,0.0020100176
G09_Y6_066_358,0.0020099767
G15_Y1_ES1_149,0.0020099166
G15_Y4_237_122,0.002009863
G12_Y1_CND1_211,0.0020098418
G02_Y5_086_063,0.002009801
G12_Y1_CX2_364,0.0020096921
G02_Y3_014_358,0.00200964
G09_Y1_EN1_337,0.0020095273
G12_Y1_IS1_033,0.002009331
G12_Y2_009_391,0.0020093014
G15_Y1_DS2_362,0.0020091997
G15_Y2_012_094,0.0020091864
G02_Y3_001_235,0.0020091287
G09_Y4_213_209,0.002009095
G12_Y1_FX1_296,0.002009056
G09_Y1_EX2_240,0.002009049
G02_Y3_001_359,0.0020090388
G15_Y3_042_213,0.0020090123
G09_Y4_215_375,0.0020089624
G15_Y4_227_061,0.0020088865
G15_Y1_HN1_324,0.0020088716
G09_Y4_208_135,0.0020088188
G02_Y5_116_099,0.0020087883
G15_Y3_042_283,0.002008686
G02_Y5_091_199,0.00200868
G15_Y3_033_116,0.0020084814
G02_Y6_004_227,0.002008408
G12_Y1_AN1_259,0.0020083794
G12_Y1_FS1_193,0.0020083738
G15_Y2_023_308,0.0020083578
G12_Y3_023_356,0.0020082574
G09_Y1_GS2_299,0.0020081429
G15_Y3_007_004,0.002008115
G12_Y1_FND1_286,0.002008094
G02_Y3_014_295,0.0020078677
G15_Y1_AX1_163,0.002007666
G12_Y1_HND1_084,0.0020072926
G02_Y5_078_365,0.0020071864
G15_Y2_004_382,0.0020070546
G12_Y5_007_318,0.0020070325
G12_Y1_EN1_232,0.0020069615
G15_Y1_BN1_130,0.002006891
G15_Y6_083_090,0.0020068898
G15_Y4_205_171,0.002006853
G02_Y6_007_338,0.0020068227
G15_Y2_023_312,0.0020067906
G02_Y5_109_115,0.0020067394
G15_Y1_BN2_362,0.002006735
G02_Y3_005_381,0.002006588
G12_Y1_HS2_053,0.0020065675
G12_Y1_ES1_324,0.0020062695
G12_Y1_AN1_360,0.002006208
G09_Y1_AN2_163,0.002006142
G15_Y6_085_204,0.0020061287
G15_Y1_IN2_186,0.0020060262
G15_Y2_012_149,0.002005965
G09_Y1_FX1_193,0.0020058302
G12_Y3_045_015,0.0020057955
G09_Y1_HN2_053,0.0020057536
G02_Y4_002_301,0.0020056344
G15_Y2_019_037,0.0020054216
G15_Y2_008_375,0.002005375
G15_Y1_AX2_226,0.0020052777
G15_Y4_203_097,0.0020051557
G12_Y1_AT_115,0.0020050467
G12_Y2_017_298,0.0020050437
G09_Y1_BN2_039,0.0020049952
G12_Y1_END1_248,0.0020049468
G15_Y1_BS2_316,0.0020048735
G15_Y4_234_367,0.0020048618
G09_Y1_EN2_342,0.0020047866
G15_Y4_217_196,0.0020047664
G09_Y4_215_008,0.0020046346
G15_Y1_IN2_344,0.0020046234
G15_Y2_014_322,0.0020044574
G12_Y2_040_362,0.0020044083
G15_Y2_003_229,0.0020043203
G09_Y1_HS1_055,0.0020042553
G12_Y1_AN1_104,0.0020041969
G12_Y1_FT_322,0.0020039082
G15_Y4_205_237,0.0020038409
G09_Y4_222_319,0.0020037966
G12_Y2_025_257,0.0020037927
G15_Y3_035_358,0.0020037345
G15_Y4_219_002,0.002003733
G09_Y2_021_177,0.0020036818
G15_Y5_033_291,0.0020036672
G09_Y4_260_228,0.0020036288
G15_Y3_038_164,0.0020036073
G15_Y3_001_117,0.002003564
G09_Y1_AX1_313,0.0020035424
G12_Y2_036_094,0.0020035412
G12_Y1_CN1_207,0.0020035226
G09_Y1_EN1_022,0.0020034467
G09_Y2_035_361,0.002003383
G15_Y4_237_210,0.0020032441
G15_Y6_099_089,0.002003164
G15_Y1_ES2_386,0.002003153
G02_Y5_075_089,0.0020030662
G15_Y2_023_159,0.0020029657
G02_Y5_092_073,0.0020027426
G02_Y6_007_396,0.0020027054
G12_Y2_037_339,0.0020026858
G15_Y6_089_012,0.0020026695
G09_Y1_IS2_160,0.0020026285
G02_Y5_073_391,0.0020026187
G15_Y1_DS1_351,0.0020026052
G15_Y1_EN1_151,0.0020025293
G15_Y5_005_308,0.0020024888
G15_Y1_IS1_034,0.0020024267
G12_Y2_009_215,0.0020023957
G12_Y1_DS2_021,0.0020023545
G15_Y1_CN1_332,0.0020022553
G12_Y2_001_211,0.0020022097
G15_Y1_BS1_080,0.0020021885
G15_Y1_ES1_066,0.0020021459
G09_Y2_015_373,0.0020019314
G09_Y1_ES1_274,0.0020019293
G12_Y2_030_285,0.0020019133
G02_Y6_015_068,0.0020018881
G15_Y3_043_258,0.0020017573
G09_Y4_201_032,0.0020015365
G09_Y1_IS2_186,0.002001524
G12_Y1_DX2_178,0.002001477
G15_Y4_228_336,0.0020013659
G09_Y1_CX2_270,0.0020013163
G15_Y1_GX2_171,0.002001287
G15_Y1_ES1_206,0.0020012765
G12_Y1_DN1_088,0.0020012667
G12_Y1_ES1_245,0.0020012422
G12_Y2_025_220,0.0020012404
G15_Y2_008_289,0.0020012194
G15_Y6_082_142,0.0020010942
G09_Y1_AS2_328,0.0020010655
G09_Y1_IN1_376,0.002000993
G15_Y5_005_244,0.0020009824
G15_Y1_CN2_392,0.0020009095
G02_Y4_026_265,0.0020008744
G09_Y1_DX2_344,0.0020008497
G15_Y1_DN2_282,0.0020008401
G09_Y1_IS1_237,0.0020008343
G12_Y2_030_018,0.002000825
G09_Y2_021_209,0.0020008227
G09_Y4_208_238,0.0020007626
G12_Y1_CS2_335,0.0020005861
G15_Y1_DN2_287,0.0020004841
G15_Y1_AN2_252,0.002000392
G15_Y6_086_335,0.0020003866
G09_Y1_BX2_151,0.0020003766
G09_Y1_HS1_292,0.0020002937
G12_Y6_070_358,0.00200023
G15_Y1_BN2_189,0.0020001696
G12_Y1_IS2_017,0.0020001
G15_Y1_CN2_039,0.0019999342
G09_Y5_001_392,0.0019998671
G02_Y5_080_342,0.00199976
G15_Y2_011_289,0.0019997228
G09_Y4_250_325,0.00199968
G12_Y5_015_353,0.0019996664
G15_Y4_225_293,0.001999619
G15_Y3_018_264,0.0019996106
G12_Y6_058_167,0.0019995908
G02_Y4_043_336,0.001999551
G12_Y1_END1_155,0.0019995277
G12_Y1_BS2_274,0.001999524
G15_Y1_GN1_328,0.0019995167
G09_Y1_HS2_205,0.0019993773
G15_Y1_FS1_297,0.0019993666
G02_Y3_016_058,0.001999261
G02_Y5_109_335,0.0019992343
G12_Y6_058_373,0.001999219
G12_Y1_HN1_248,0.001998906
G15_Y3_004_241,0.0019988297
G15_Y5_029_173,0.001998363
G12_Y1_IS2_066,0.0019983207
G12_Y1_CN1_017,0.0019980967
G15_Y2_021_208,0.0019980718
G15_Y1_EN2_176,0.0019979228
G15_Y3_018_363,0.0019979132
G15_Y5_029_277,0.0019978737
G15_Y1_FS1_251,0.0019978369
G02_Y5_076_224,0.0019978334
G15_Y1_CN2_163,0.0019978206
G15_Y4_215_121,0.0019978185
G09_Y2_017_161,0.0019977968
G15_Y4_230_159,0.0019977873
G09_Y1_FN2_144,0.0019977707
G12_Y5_002_030,0.0019977419
G09_Y4_208_056,0.0019976795
G12_Y1_DN1_078,0.001997518
G02_Y5_060_071,0.0019974662
G12_Y6_054_183,0.0019974476
G12_Y3_028_318,0.0019973814
G12_Y4_212_144,0.0019973046
G09_Y4_214_235,0.0019971775
G15_Y4_222_374,0.00199717
G02_Y6_002_089,0.0019971668
G15_Y1_CX2_309,0.001997125
G09_Y1_DS2_241,0.0019971146
G02_Y5_075_166,0.0019969519
G15_Y1_AS1_153,0.0019968855
G15_Y2_008_308,0.0019968806
G09_Y1_ES2_342,0.00199684
G12_Y3_032_162,0.0019968194
G09_Y4_228_095,0.0019967146
G02_Y4_031_188,0.0019966979
G15_Y1_EN2_269,0.0019966327
G15_Y5_030_019,0.0019965065
G12_Y2_040_039,0.0019964292
G15_Y4_205_234,0.0019963915
G09_Y4_230_167,0.001996082
G15_Y3_038_396,0.0019960192
G09_Y1_DX2_085,0.001995797
G15_Y3_001_195,0.0019957703
G15_Y1_DS2_322,0.0019957162
G02_Y4_027_254,0.0019956147
G09_Y2_033_297,0.001995604
G02_Y6_002_347,0.0019955996
G02_Y4_021_390,0.001995509
G15_Y1_HS1_161,0.00199549
G02_Y3_012_089,0.0019954508
G02_Y3_019_136,0.0019952187
G02_Y3_019_011,0.00199519
G12_Y1_FX2_035,0.0019951614
G12_Y2_040_173,0.0019950815
G15_Y3_009_288,0.0019949398
G02_Y4_045_314,0.0019948282
G15_Y4_204_274,0.001994798
G09_Y2_015_015,0.0019947332
G12_Y1_HN1_312,0.0019946736
G09_Y1_FS1_146,0.0019946713
G12_Y1_ND8_030,0.001994662
G12_Y6_073_158,0.001994609
G15_Y1_AX1_001,0.0019944801
G09_Y1_FS1_101,0.001994473
G02_Y4_037_225,0.0019943556
G15_Y3_033_328,0.0019942918
G09_Y6_068_329,0.0019942718
G09_Y4_224_279,0.001994234
G02_Y4_032_358,0.0019942287
G12_Y5_023_317,0.0019942261
G15_Y1_IN2_275,0.0019941868
G15_Y4_225_072,0.0019941195
G09_Y1_HS2_048,0.0019941041
G15_Y3_034_074,0.0019937926
G09_Y1_DS2_016,0.00199375
G09_Y1_CX2_292,0.001993746
G15_Y1_EN2_013,0.0019936562
G15_Y2_021_031,0.0019936184
G15_Y4_216_188,0.0019934222
G02_Y5_053_328,0.0019933442
G15_Y2_009_060,0.0019932901
G02_Y3_015_287,0.0019931593
G09_Y1_FN1_365,0.001993097
G02_Y4_028_289,0.0019930697
G15_Y1_FS2_139,0.0019929567
G09_Y1_AN1_261,0.00199286
G15_Y2_023_258,0.0019928133
G15_Y4_219_210,0.0019927674
G09_Y4_223_280,0.001992708
G15_Y3_052_055,0.0019926506
G09_Y1_CX2_042,0.0019926417
G15_Y1_DS2_155,0.0019926373
G09_Y1_DS2_247,0.0019926247
G09_Y1_CN2_304,0.0019926205
G15_Y1_CN2_213,0.001992611
G02_Y5_113_364,0.001992567
G02_Y6_014_128,0.0019925386
G15_Y1_IS1_282,0.0019925162
G09_Y4_206_087,0.0019924778
G15_Y1_AS1_188,0.0019924422
G15_Y1_FS1_256,0.0019924194
G12_Y1_HS2_325,0.0019923828
G12_Y1_AS1_006,0.0019923667
G09_Y5_022_332,0.0019923453
G09_Y1_DN2_047,0.0019923327
G02_Y3_009_179,0.001992234
G02_Y5_094_379,0.0019921851
G02_Y5_076_138,0.0019920347
G15_Y1_IN2_396,0.0019919705
G15_Y1_FS2_087,0.0019919514
G15_Y4_202_183,0.0019919123
G09_Y4_236_036,0.001991826
G15_Y1_DS2_230,0.0019917884
G12_Y6_056_390,0.001991777
G12_Y3_045_212,0.001991741
G12_Y1_CN1_378,0.001991733
G12_Y1_DX2_368,0.0019917036
G12_Y3_043_094,0.001991703
G15_Y2_023_348,0.0019916813
G12_Y1_ES2_326,0.0019916773
G15_Y1_GX2_043,0.0019916687
G12_Y3_021_032,0.0019915313
G15_Y3_007_379,0.001991436
G15_Y6_077_141,0.0019913935
G15_Y1_AS1_009,0.0019911502
G12_Y1_ND4_179,0.00199101
G15_Y4_224_279,0.0019909665
G09_Y1_test_204,0.0019908315
G02_Y5_089_251,0.001990763
G02_Y5_050_098,0.0019904538
G15_Y2_017_227,0.0019904338
G15_Y6_085_149,0.0019904252
G09_Y1_BX1_079,0.0019903993
G15_Y4_226_386,0.0019903844
G09_Y1_DX2_032,0.0019903718
G02_Y3_019_054,0.0019903402
G09_Y4_201_009,0.0019902512
G12_Y6_070_329,0.0019902212
G15_Y1_EN1_382,0.0019902205
G12_Y1_DS2_074,0.0019902103
G15_Y4_226_387,0.001990179
G12_Y6_050_063,0.001990156
G02_Y5_092_022,0.001989882
G02_Y4_043_185,0.001989724
G09_Y2_023_326,0.0019895476
G12_Y5_003_002,0.0019894703
G09_Y1_DN2_160,0.0019893425
G15_Y6_081_315,0.0019893018
G15_Y1_HS1_370,0.0019892917
G15_Y1_IS2_293,0.0019891239
G12_Y1_ND3_290,0.0019887947
G15_Y5_033_035,0.0019887933
G15_Y3_032_368,0.0019887653
G12_Y1_DX2_279,0.0019886394
G02_Y5_077_093,0.0019885418
G09_Y1_CS1_130,0.001988405
G12_Y4_204_398,0.0019883872
G02_Y5_060_199,0.0019883537
G02_Y4_044_232,0.0019883509
G09_Y1_BN1_371,0.0019883092
G15_Y5_024_079,0.0019882182
G15_Y1_BX1_285,0.0019881038
G15_Y1_BX2_326,0.0019881022
G15_Y1_CX1_375,0.0019880985
G12_Y1_CS2_168,0.0019880878
G15_Y3_050_004,0.0019880645
G12_Y1_IS1_079,0.0019879434
G09_Y1_BX1_011,0.0019879006
G02_Y5_075_233,0.001987877
G02_Y5_112_327,0.0019876398
G15_Y2_023_145,0.0019874463
G12_Y6_053_281,0.0019874068
G02_Y4_043_138,0.001987262
G12_Y1_DX2_043,0.0019872575
G15_Y2_021_118,0.001987237
G15_Y1_CX2_338,0.0019871206
G09_Y4_206_340,0.0019870838
G12_Y3_030_012,0.0019870629
G15_Y6_086_067,0.0019870354
G09_Y4_207_339,0.0019870298
G15_Y1_DN2_274,0.0019869625
G09_Y1_CS2_283,0.001986928
G15_Y3_021_268,0.0019869236
G15_Y4_202_305,0.0019867024
G09_Y1_AS2_147,0.0019866363
G15_Y5_035_327,0.0019866182
G15_Y1_BX1_242,0.0019866046
G12_Y6_055_017,0.0019864105
G15_Y4_233_022,0.0019863574
G09_Y4_212_174,0.0019863066
G02_Y4_044_219,0.001986214
G15_Y2_022_368,0.0019861865
G09_Y2_033_094,0.001986175
G09_Y1_HN1_105,0.0019861455
G09_Y1_AN2_298,0.0019860647
G02_Y3_006_296,0.0019860202
G15_Y3_018_255,0.001986014
G09_Y4_226_155,0.0019859031
G02_Y5_089_349,0.0019858684
G02_Y5_079_061,0.0019858214
G15_Y5_030_007,0.001985792
G15_Y1_BX2_286,0.0019857183
G12_Y1_FS2_014,0.0019855448
G09_Y6_068_023,0.0019853257
G12_Y1_EX2_354,0.0019853122
G02_Y3_014_324,0.001985291
G15_Y3_047_140,0.00198529
G09_Y1_HS1_227,0.0019852468
G02_Y5_052_338,0.0019852433
G12_Y4_208_046,0.0019851914
G15_Y6_093_097,0.0019849415
G12_Y3_031_360,0.0019849306
G09_Y1_DX1_335,0.0019847965
G12_Y1_CX2_101,0.001984741
G15_Y1_GN1_058,0.0019845571
G09_Y1_CS1_014,0.001984387
G15_Y1_CX1_205,0.0019842647
G15_Y2_012_044,0.001984246
G09_Y4_208_028,0.0019842153
G09_Y1_FS2_371,0.0019842112
G15_Y1_AX1_002,0.0019841525
G12_Y1_EX1_153,0.0019839723
G09_Y1_CX2_155,0.001983914
G15_Y1_IS1_126,0.0019839138
G15_Y1_FS1_356,0.0019839033
G15_Y6_100_290,0.0019837767
G15_Y1_BX2_215,0.00198376
G09_Y1_FN2_345,0.0019837453
G15_Y2_021_332,0.0019837385
G02_Y3_014_206,0.0019836533
G15_Y1_IN2_140,0.0019836307
G15_Y4_228_001,0.0019834545
G12_Y1_FN1_225,0.001983443
G15_Y1_CN1_390,0.001983319
G15_Y3_003_320,0.0019832475
G15_Y3_006_097,0.0019832416
G02_Y5_073_036,0.0019832146
G09_Y1_EX2_369,0.001983174
G02_Y5_050_249,0.0019831378
G12_Y1_CX2_237,0.001983136
G15_Y1_IN2_032,0.0019830044
G09_Y4_240_123,0.0019829837
G02_Y3_018_234,0.0019829185
G15_Y5_035_382,0.0019828198
G09_Y4_247_259,0.001982804
G15_Y4_202_385,0.0019826682
G15_Y1_FN2_081,0.0019826284
G09_Y6_080_019,0.0019825485
G12_Y6_055_358,0.0019825306
G15_Y1_GX2_215,0.0019824726
G12_Y1_HN1_267,0.0019824547
G15_Y1_BS1_356,0.0019824253
G12_Y1_EX2_015,0.0019824135
G09_Y4_214_210,0.0019822516
G09_Y1_CX2_362,0.0019822493
G12_Y1_HS2_157,0.0019815748
G12_Y1_GD1_317,0.0019814977
G02_Y3_002_271,0.0019814929
G15_Y1_AX2_046,0.0019814926
G12_Y1_BN1_381,0.001981486
G15_Y5_023_281,0.0019814507
G02_Y3_016_381,0.00198132
G12_Y1_DX2_369,0.0019811548
G15_Y5_029_301,0.0019811327
G09_Y4_239_327,0.0019810647
G12_Y1_IS2_304,0.0019810428
G02_Y6_005_241,0.0019810034
G15_Y1_AS1_096,0.001980703
G15_Y1_CX2_093,0.001980663
G12_Y1_HS2_383,0.0019806465
G12_Y2_006_315,0.001980619
G02_Y5_091_347,0.0019805213
G09_Y1_CS1_285,0.0019805161
G15_Y4_216_160,0.0019804689
G02_Y4_033_011,0.0019804514
G12_Y1_ND3_365,0.0019804281
G15_Y1_CS1_205,0.0019804228
G15_Y1_FS1_110,0.0019803457
G02_Y6_008_048,0.0019803285
G12_Y1_DS1_372,0.001980318
G15_Y4_240_376,0.0019803068
G12_Y5_015_287,0.00198026
G02_Y3_018_368,0.0019802365
G02_Y6_002_386,0.00198021
G12_Y2_016_368,0.0019802013
G15_Y2_008_057,0.0019801538
G15_Y2_002_215,0.0019800807
G02_Y5_084_386,0.001980076
G15_Y3_016_244,0.0019799513
G15_Y4_218_315,0.0019799266
G02_Y3_007_285,0.0019799245
G09_Y1_CS2_184,0.001979854
G12_Y3_031_329,0.0019796365
G02_Y5_113_289,0.0019795687
G12_Y1_GS1_049,0.0019793543
G15_Y2_015_318,0.001979342
G12_Y5_011_338,0.0019793247
G15_Y4_222_201,0.0019793021
G12_Y2_019_205,0.001979217
G15_Y1_FN1_205,0.001979209
G12_Y2_022_330,0.0019789007
G02_Y5_114_081,0.0019788207
G12_Y1_BS2_363,0.0019787666
G15_Y4_219_308,0.0019786027
G12_Y1_HS2_357,0.0019785813
G09_Y1_ES2_044,0.0019784796
G02_Y4_037_236,0.0019784754
G15_Y1_CX2_001,0.0019783815
G02_Y5_058_242,0.00197834
G12_Y3_044_025,0.0019783245
G09_Y4_211_233,0.001978298
G09_Y4_208_037,0.0019781743
G12_Y1_BX2_294,0.0019781305
G12_Y1_GS1_218,0.001978112
G12_Y1_IND1_265,0.0019780765
G02_Y5_052_079,0.0019780318
G02_Y5_050_004,0.001977948
G02_Y5_051_097,0.0019777927
G15_Y4_228_133,0.00197777
G15_Y3_007_246,0.0019777557
G15_Y6_073_116,0.00197744
G12_Y1_IS2_031,0.0019773282
G09_Y4_222_180,0.0019771843
G09_Y1_EN1_280,0.0019771573
G15_Y4_243_010,0.001977078
G02_Y4_033_291,0.0019770775
G02_Y4_030_084,0.001977067
G15_Y4_227_092,0.0019770116
G15_Y4_243_213,0.0019770027
G09_Y6_068_377,0.0019769974
G15_Y1_CS2_056,0.0019769897
G02_Y5_089_144,0.0019769524
G12_Y1_ND3_147,0.0019767857
